essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,comments
4761,2,Offensive things should be taken off for many reason that will be explained later on. Things in magazines shoud be appropriate for people to see. The first reason why they should be removed from the shelves is it might be offending to someone important like the president of the @ORGANIZATION1 or the @CAPS1 of your state.      If the subjects in the reading material are offensive to someone they should say something to defend themselves. If they don't speak up no one will think to change anything.     What I don't understand is why people would let that ridiculous stuff be put in the magazines and music and movies anyway.Even though movies are kind of different. Movies are mostly just made up ideas that people come up with. So if people are offended it is just pretend to begin with.      Offending things in books well the author probably has a reason for it. It might be something that is offending yet people need to know this in case it has to do with someone you know.For example in the Newspaper I read an article about our current president. @PERSON1 was being question about his birth certificate. People did not believe that he was born in @LOCATION1.      I personally think he was in fact born in the @CAPS2.S . But of course they did see his certificate that proved he was a member so that mess should be dropped and forgotton. It was uncalled for to begin with.     I wonder what was going through his head when someone asked him that question. I'm sure someone would have seen it before he even became president.,3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,,"ID3,ORG2,STY2"
6302,3,"The feature of the setting affect the cyclist in many ways. When in the essay it states, ìThe sun was beginning to beat downî This shows that this affects how he feels when he is cycling through the road and this can affect his ability to keep cycling while the sun ??? him hard. Also when he states ìI was doing a water-depleting 12 mph,î this shows he was also dehydrated once goin, very slow because of the ammount of heat and lack of water that affected his ability to keep cycling in the area.",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY3"
453,1,"Dear local newspaper, @CAPS1 has come to my attention that computers have positive and negative effects on people. In the past their have been more negative effects on people. In a survey taken in @CAPS2 magazines @CAPS1 should that @PERCENT1 of people, have negative effects with computers. Inmy opinion, I think comuters have a negative effect on people. First, people are not interacting with family and friends. @CAPS1 is very important to have interactions with people. When on the computer your not really interacting with. You just sit there staring at a screen. In a survey taken at @CAPS3 @CAPS4 @CAPS1 should that @PERCENT2 of people are on computer and not interacting with the people around them. Parents don't se etheir kids as much because they are always on the computer. Parents would love to see their kids move. Interacting with their family and friends will be healthy to them. Computers take the away fromhanging out with family and friend. Secondly, people don't get to enjoy nature. People on computer might go outside because they are involved with the computer. Stay in one room doing the thing for books for a @CAPS5 in a while people need fresh air. too but learning about nature is more nature. If you dont enjoy nature you dont know what is going on.NAture is all around us and why would you miss out on. in a survey taken in a local magazine @CAPS1 should that @PERCENT2 of people are on computer and. While people enjoy computer, nature. Lastly, people are spending too much time on their computers and less time exercising. Exercise is important for the mind and body. Our bodies need to stay healthy and fit. The lack of exercise is increasing fast. The more people get computers the people exercise. America is over weight already to join the People on computers most just long to become over weight. People rather play on computer that got exercise for a healthy body. Dr. @DR1 a local doctor, has seen more people become over weight and not exercise as much as they used to. He says computers do not provide exercise. He recommends that people use their computers less computers are doing more. In conclusion, I think computer negative effect on. My three reasons are that people are not interacting with friends and family, not enjoying nature and getting less exercise. I you to be in of negative effects on people. @CAPS1's important decision is up to you. ",4,5,,9,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY2"
18689,7,"Patience is a very important virtue. It is valued in at least these @NUM1 aspects of life: success and friendship. If you do not possess patience no one will want to be your friend. You have to have patience with your friends or they will not be your friends. I know this from experience. In order to succeed in life in general you must have patience. Whether is waiting for the bus or waiting for a response from a job interview, itíll always matter. So, in conclusion, I think that patience is a very, very important thing to have.",4,4,,8,,,0.0,1.0,1.0,2.0,,,0.0,1.0,1.0,2.0,,,,,,,,,"ID3,ORG2,STY3"
647,1,"Dear @LOCATION1, I believe that computers benifit the society. Computers help use in many ways but the @NUM1 main reasons are they help us store important documents get better at or learn forein language and get information. So without further adue here is more extensive reasonings. First of all, computers help us store many documents without computers companies that involve autioning and many other thing would have to store everything in filing cabinets. That would take forever and there wouldn't be enough room, so a lot of files would @CAPS1 be laying around every where @CAPS1 think about it. You use computers to make store send your newpaper articles and without computers you wouldn't be able to keep everybody up to date. Secondly they help use learn on get better at forien languages. Computers help use learn what other people are saying in other countries around the world. Like I have grandmother she the learned spanish. Now I can talk to her and she can understand me. Finally computers help use get information. They help us get information for a project at school, records direction, etc. In the year @DATE1 people din't have computers but when the first router was made the people I went up @NUM2 points. Farmers became slaves became very rich and I kid even grad collage at age @NUM3. So before you say people are spending too much fine on their computers and less time exercising, enjoying nature and interacting with family and friends think about what computers do for us @CAPS1 think. So furher more computers benifit us a lot. There's storing deviced helping us get better a lot learning a forign language and getting information. So please make te right chose and think about what computers do for us. ",6,5,,11,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
610,1,"Dear @CAPS1 times, @CAPS2 people think that computers are good for socity but I do not. Computer's riskes out weighs the benighits. My first example is my father. My father never turned on a computer in his life and his buisness is doing fine. My father and his father has all of their records in a safe. One of my fathers friends had everything on his computer. When a virus hit it all of his files were gone and along with his records. My father handwrites all of his papers. He says if i need to type something out i'll buy a type writer. Also on things like facebook someone can see everything that another is doing. This is were alot of people pose as someone eles and thus @CAPS2 people get kidnapped or killed. A very good reason is that when people have alot of personal information when a virus hitls that person knows everything about you that you put on. For exampel i was watching a show on discovery channel when a man hacked into a myspace acount and used that persons name to people and try to create a cyder to the pentagon, that person almost got caught but never was. So you can see why my family does not like computers. My family is always at the farm or in the barn working on we have no time to be on the internet the only thing you need it for is school work. What ever happened to the old fasion way no computer, no problems.",3,4,,7,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY1"
9124,4,"well It seems like to me that the reason why the author wrote that as his or her ending is because basically to have sarcaism and put emphesis on what he was saying and making it clear that he wasn't going to take the test again, and basically if some one would haft to kill him in order to make him take that test again.",0,0,,0,,,,,,,,,,,,,,,,,,,,,"ID3,ORG2,STY2"
19314,7,"??? ??? ??? was about the mid of @DATE1 my family and I were going to ??? @LOCATION1. ???/ mid @LOCATION1. I was so excited  I ??? the days ??? with all of my ??? (part no legible) and accessories. I was pumped of ??? my mom and my brother pack the morning at the ??? my dad and I were all set. We packed everything in our old,??? can @NUM1 we headed off. An hour in I ask my dad ìwhen are we going to be their?î ìnot until ??? (part not legible) my dad said for I slept. My brother was ??? stupid and rider ??? me in his ??? while I was sleeping. We stoped ??? him at a got station because my mom has to ???(part no legible) in and I start ??? (part not legible) was exited. It was about @NUM2. @NUM3 I had to wait to get to a hotel. I was still ??? because ??? wher in mid @LOCATION1 and ??? get to ??? and have an awesome time together. That was my story about the time I had to be patient.",10,8,,18,,,3.0,3.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,,,,,,,,"ID3,ORG2,STY2"
9692,4,The authoR concludes the stoRy with that sentence b/c she wanted to explain to you that she will do this again when the hibiscus is back in season.,1,1,,1,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
149,1,"Dear local Newspaper. I am stating my opinion that the more people use computers the less they spend with their family. I have three ressons why computer are good or bad. Not every one agrees that computer are benefitsal for the society. The positive effect and negative effect that computers have on people. My resson for supporting this @CAPS1 that computer are good or bad are that computers have a positive effect on people. The second @CAPS1 is to be able to talk to other people on line. The last @CAPS1 I have is Spending more time with family than on the computer. The first resson that i have for computers is how they have for computers is how they have positive effect on people. The examples that I have to Support this @CAPS1 are that computers tech hand eye coordination, computers given people the ability to Learn about far way place and peop. The second resson that I have on computers is that you talk to people online. The examples that I have to support my @CAPS1 are the website that kids us to talk to their friends like myspace and facebook. The place that kid like to go to are tutube and even blogging about everything and everyone. Some of theis thing can be good if you don't post picture or other this on your myspace or facebook. I think that these website are dangers because somebody can hack in to your file and they can try to talk to you like their your friend. The third resson I have to support my @CAPS1 is that we should spend more time with our family than being on the computer the whole time I have example on want we should do with or familys instead of being on the computers I have some @CAPS1 of games that we can play with our familys instead of being on the computers, The games that we can play with our familys are monopoly, somy, canda landy card, video games, we can also talk to our family instead of talking to our friends the whole time. When we can injoy want we have in live not just with computers but with our family. Inconclusion I am statting my opinion that the more time people spend on computers than with their own family. I have three resson on why computers are good or bad. The r\ess that I have to support my @CAPS1 are that computers have a positive effeck on people, to be able to talk to people online, To spend more time with family than on the computer.",4,4,,8,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY2"
4514,2,"Should books be removed from shelves if they are offensive? Who would determine if something is offensive or not and to whom it offends? These are just two questions that can create a high level of conflict and issues among many people. Would removing books from shelves limit our possibility to learn or see something from a different point of view?      First of all, who decides what is offensive and who it offends? It is possible for anything to offend anyone.  Also removing a book from the shelves could be offensive to the writter and the followers of the writter. Bringing up removing a book from shelves could cause more problems then just letting the book remain on the shelves. If offending others is the issue then would it not be better to leave it alone over all, rather than making it an issue to please one group but inturn upsetting another?      Secondly, could removing a book from the shelves limit your ability to learn something or hear something from another point of view? If books that offended people would have always been removed for reasons of offending other we could not have much of the knowledge we have today. For example a biology book might be offensive to people whos religion explains things differently and would make things untrue, and a religous document such as 'The @CAPS1 @CAPS2' or 'The @CAPS3' could be offensive to the people who believe the biology books to be true. If we removed both types of books from the shelves for being offensive, we would not have religion or modern science. This example could be used for any topic or genre of book because people can take many different things as offensive.      As a solution,  I believe it true that it is not possible to please everyone. If one person is pleased another is offended. If that person is pleased then the first person is offended. If books could possibly labeled as'some might take offensive' or 'material @MONTH1 be offensive' then people have a warning and they can choose if they want to read it or not. If they are offended they can not put blame on the author or where ever they got the book because there was a warning. It would  be just like the parental warnings on cd's. This @MONTH1 not fix the problem of people being offended, but it could very much reduce the amount of complaints about a book being offensive.     In conclusion, books should just be left on the shelves regardless of people complaining about them being offensive. Books being taken off shelves could turn into all books being taken off shelves which means no education or learning. That is just not an opition. Leaving books that offend certain people on the shelves @MONTH1 cause contraversy with others but if some sort of warning could be put in place and the proper procedures are preformed, the issues should decrease greatly. Think about all this the next time you want a book to be removed from the shelves",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
16418,6,"When something is getting invented or built, many obstacles are faced. The number one obstacle was safety. The wind at the top of the empire state building was another problem. The actual building was a problem too. All these problems and the architects tried to work around them, and failed.Safety is important, if one person dies per trip nobody is going to go on the ballon. Safety is important, no safety means no bussiniss. The wind was a huge problem. If the balloon won't stay still while unloading it is very unsafe. The skeleton of the building would have to change and that is an expensive fix. These are some of the major obstacles the architects faced. Maybe one day they will fix it.",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID3,ORG2,STY3"
9225,4,"The author concludes the story with the paragraph because the story was about her getting accustomed to things being repeated in nature, so she added the last paragraph saying that when everything happens again she will do the same. That is why the author concludes the story with the paragraph.",1,1,,1,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
8900,4,The reason the author of the story ìWinter hibiscusî ends it the way she does is so that we know we can never give up. She fails her driving test the first time and me being less than a year from taking the test myself and no matter how many time I fail the test I will never give up. We need to preserve through every problem we go through in life. If we donít and we just give up we will never get anything done in life. She vows in the spring and when the hibiscus is budding she will take the test again. I hope I pass my driving test the first time just like I did the learnerís permit test. Also you canít give up on anything at all even something small like working if you stop working you will loose your job. Never give up.,1,2,,2,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
4631,2,"Many people have different views on censorship. Some people believe there are movies, books, newspapers, etc that contain subject matter that is not appropriate for some viewers and that they should keep their writing on certain things to a certain extent or not at all. Other people believe people have the right to say what they want when they want, on a topic they believe the be true or not true, or very improtant to them, also called freedom of speech. Also people believe that yes, there are some things written out there that should not have been written but they have no control over and to some people it @MONTH1 be appropriate.      I do believe there are stories written that are not appropriate. But I know that even though I find the subject to not be appropriate or of any use to me, another person will. I know that every person out there is different and has their own beliefs on different things. If people had the power to control what books, magazines, newspapers and movies were in libraries then @PERSON1 was right, 'We would have no books left on the shelf for any of us'.           Certain books, newspapers, movies, and magazines could help certain people and be of interest to certain people no matter what the subject is or how inappropraite it @MONTH1 be as long as they are along the right age. If the story is plainly about drugs, sex, alcohol, and voilence with really no use to it, then yes I do believe it should be taken off the shelf. You do not know who could get their hands on that movie, book, or article. It could be a little kid and we do not want to open the door for that. People have many different beliefs and I do believe we should not take anything off the shelf that could be of use to anyone, but I also do believe there is a certain extent.",3,3,,3,4.0,4.0,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
15954,6,"On December 11, 1929 a man named Al Smith announced he was building the world's tallest building at 1,250 feet This building was the Empire state building in New York, that would be used for a dirigible mooring But, there would be a few obstacles to face, that would cause the dirigible mooring to not successfully be used.Al Smith announced he was building this mooring mast but did not announce potential obstacles the builders of the Empire State Building would face when trying to allow dirigibles to dock there. One of the largest obstacles would be the wind factor, causing the dirigible's back end to sway. Another issue, would be having the foreign dirigibles full of flammable gases to be moored too close to a densely populated area. Also, before any dirigibles could be moored, constructors had to spend extra time and money to make the building much more sturdy, to hold the dirigibles.",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY2"
15188,6,"There are many obstacles with the docking of the dirigibes, for example in the text it talked about if the accident had taken place over @CAPS1 it would of been alot worse because New York is A populated city another obstacle was the height as mention in the text and any thing could happen at that height so those are some obsticles in the way of the docking of the dirigibes.",1,1,,1,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
7012,3,The features of the setting greatly affect the cyclist. The author is getting worn out and is rapidly running out of water. He ìwas traveling through the high deserts of California in June. This shows how the setting is causing him to become greatly exhausted.,1,1,,1,,,,,,,,,,,,,,,,,,,,,"ID3,ORG3,STY3"
3429,2,"Dear @CAPS1 @CAPS2,          I think that if a book is on a shelf the book should be taken off if found offensive. People at libraries fight over a book. They need to have more than one copy of a book if they fight over one book. If the library dosen't have more than one copy of a book it will create a lot of prolums for everyone.          People in library fight over a sigle book. I think who ever gets there first should get the book, but that just me. If two people fight over a book they should be kicked out of the library and never come back to the library. And that is why we have fights over a book. The next time you are in a library think frist before you act. Ask yourself '@CAPS3 they get ther before me?'.          The library should have more that one copy of a book. Lets say '@ORGANIZATION1 @ORGANIZATION1' book sreies is in the library and thay have one of each book. Now the lat move of '@ORGANIZATION1' is coming out this @DATE2 (@DATE1) and people what the last book to read. The kids what it, but there is one book. So what do you do? Get more copies of the book. This is why libraries should have more than one copy.          If the libraries don't have more than one copy of a book it will create a lot of prolums. If they have one copy of a book it will begin fights. You don't what to fight in a library (look @CAPS4 @NUM1). Now if it was me, I will let someone have it that whan it. So, libraries need more than one copy.     In conclusion I think that if a book is on a shelf, the book should be taken off if found offensive. There fighting for a book and you don't whant that. The libraries needs more than one copy of a book, so they will not fight over it. If the libraries don't have copies of a book it will create prolums. So, think before yo act. It can be found offensive at time.                                                                           Sincesly,                                                                         @PERSON1",2,3,,2,2.0,2.0,,,,,,,,,,,,,,,,,,,"ID3,ORG3,STY2"
4215,2,"I think that their should be rooms were certain adult books are at. I think that they should have to be of age to get the books in that section.     I feel strongly that libraries should have every differnt kind of book for anyone. Everyone goes to a library so i think it should be an open library and have all different kinds of books. If a kid or a teenager is trying to get an adult book someone of age should have to come their and check the book out for them.      I think that libraries are for everyone in a community and that not everyone reads and looks at good nice books some look at naughty books and they should have the right to go and check out books like that. When you go to a library you should be able to go their and get whatever genre that you want and their be no restrictions.      I think that the only restriction that should be made is the age limit on naughty adult books or novels and if they are very bad then they should be behind the desk and you have to be of age to get it.      My conclusion is, if you are going to look at all kinds of books they should have no restrictions on what you look at. You should be of age for romance novels and darougatory books but for the library they should have tons of books and magazines with no restrictions",4,4,,4,3.0,3.0,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
9621,4,"The author concludes the story with this paragraph because Saeng was taking a test. In the story there are some quotes to support my response ìI-I failed the testî Saeng said.î This shows that she was taking a test about gardening. Another reason why the author concludes the story with this paragraph is because the story was about spring, gardening, and the life of it to them. The paragraph talks about spring, and flowers. The daughter and mother live off of the plants by planting vetagables, and fruits.",0,0,,0,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY2"
4033,2,"As @CAPS1, we are entitled to both freedom of speech and freedom of the press.  However, these rights are somewhat suppressed in the censorship of media at libraries.     I can understand why libraries feel that they need to ban certain works; there are many children that frequent libraries, and having explicit content could deter parents from allowing them to visit.  Surely, though, the media in question could be placed in a seperate area, off-limits to anyone under a certain age.  Even if someone gets their hands on one of these works, safeguards could be used at the front desk to keep them from borrowing the material.  Their library card would show their age, and the worker would not allow them to check out the work if they were too young.     Furthermore, I trust in people's common sense.  If they believe that a book or movie will be too adult for them, they will avoid checking it out of the library.  Parents, as well, will surely not allow their children to borrow risque material.  Information is open to those that search for it, and the knowledge it brings prevents unwanted results.     There are those that want this content banned because it does not conform to their morals, but this is really just setting restrictions on other's freedoms.  They @MONTH1 think it is too explicit, but another @MONTH1 not.  That other person might want to use the material, but because of restrictions set by the first person, the borrowing of the work becomes prohibited.  It seems that if the first doesn't agree with the material, they could just let it be, and not bring others into the dispute.  People know their limits and generally make sure they don't cross them.     I think this conflict represents the @CAPS2 way of life in itself.  When a disagreement arises, no matter what the topic, one group of people wants to basically control what everyone else can or cannot do.  They organize protests, sign petitions, etc. True, people do protest laws, and with good reason.  However, there really is no need to argue over petty issues that could easily be avoided if people were to just use common sense to reach a consensus.  I think this censorship issue is a prime example of that.     When it comes to these kinds of debates, we need to learn that we can't be too quick to place restrictions; that we should leave others to do what they think is best for themselves.  The best course of action is to leave others alone concerning simple things such as this, and to avoid placing any restrictions on anyone's works, rights, and freedom.  To paraphrase @ORGANIZATION1, I @MONTH1 not agree with what you say, but I will fight to the death your right to say it.",5,5,,5,4.0,4.0,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
12197,5,"The mood created in this story was happiness and greatfulness towards his parents. In the story he told the many sacrifices his parents made to give him a better life than the one they had. ""I will always be grateful to my parents for their love and sacrifice."" ""But in reality, there is no way to express my gratitude for their spirit of generosity."" His parents came to the country knowing little engish and having to start their lives over just so that his life would be better.",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
10172,4,The author concludes the story with this to show that saeng wonít give up. It is possible to adapt and try to love whats around you. Saeng struggled to get out ìI-I failed the testî and couldnít say ìat homeî this shows her insecurity and lonleiness for the new world around her and by saying she will try again in the spring gives the reader hope that she will adapt and love her surroundings. She goes through an expirence today that old life and comparing it to the one she is living in now they have some simalarities and because she will try again in the spring means she has decided to go to give a new place a chance.,2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
12037,5,"The mood in this memoir seems to be a grateful tone. The reason I say that is because Narciso says how grateful he was to have parents that left everything behind so that he could have a better life. He also sounded grateful when he talked about the Spanish, Cuban, and Italian people in his neighborhood would work together instead of being racist to each other. He also mentioned that he learned the meaning of ""family"" while living in that house. By ""family"" he didn't mean blood relative Family. What he means by family is everyone that would come into his apartment and everyone in the building was family too. The mood he has while writing the memoir is grateful.",3,3,,3,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
310,1,"Dear @ORGANIZATION3, In a pole conducted by the @ORGANIZATION2 (@CAPS1) @PERCENT1 @ORGANIZATION1 people agreed that computers are a easier way to research than going to a library. Over the @DATE1 few years it has become a growing debate as to wheather computers are a benifit to socity or not. Today in america over @PERCENT2 @ORGANIZATION1 all people own a computer, according to the @ORGANIZATION1 are most definatly a benifit to today's socity for the reasons that it allows better and easier world comunications, makes text and information, more redily avalible to the public and allows the advancements in technology that are nessesary. Communication is a vital part @ORGANIZATION1 america and the world in this day and age. Communication is souly run by the commputer. @CAPS3 computers provide better and faster communication. They are also far more reliable. In the @DATE2's if you wanted to speech with some one who is far away you would have to send a letter. Along with sending a letter is the risks that it will not get there. it will be stolen in the mail and @ORGANIZATION1 course the time that it would take to ge there. All @CAPS3 are solved in todays email and instant messiging (@CAPS2), @CAPS3 are relible, cant be stolen, and can go across the globe in seconds. Computers are not only a way for communication but also one @ORGANIZATION1 the most prominate ways to research, @CAPS4 the internet people would need to go to the library and run the risk @ORGANIZATION1 the book not being there or the library being closed. Through the internet all the information @ORGANIZATION1 the world is available @NUM1./ Computers are also the former in todays technological advances. Computers allow us to have inventions that run there self so human operation is not nessisary. this same technology saves lives every day and alows us to create @ORGANIZATION3 better technology. As you can see computers are the greatest technology created in the @DATE1 and allows faster and more relible communication, is the greatest library the world has ever known, and allows for the creation @ORGANIZATION1 even more advanced technologies. Computers are an extreme benifit to socity and nessisary in this @ORGANIZATION3 era.",5,5,,10,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
