essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
3886,2,"When ever has a few bad things being said ever effected how or what people read @CAPS2 a days. That's what is hot in this present lifetime. No one wants to read a boring article, not unless it's meant to be. I'm going to share with you my opinions on certain materials, such as books, music, magazines, ect.,should be removed from the shelves if they are found offensive. I have observations, experience, and reading some of my the articles that were called offensive to prove my opinions.     In my opinion, no ones work should be taken off of a shelf due to any thing, because I'm sure they worked on it an awful lot for it to be placed on a shelf. So there is no reason for it to be taken off. If that was my stuff that had got took off the shelves I would be shocked and upset. So that is one reason why you shouldn't do that. It could hurt people emotionly.     Following that statement, but there can be times where you just don't want them to be seen because they are to embarrassing. Such as an athlete interviewed in an @CAPS1 article, that got suspended from their sport due to violations, and this athlete is just cursing and being out of control. I would put that article away also, just so the public won't see it and no one is put on blast.     Finally, @CAPS2 everyone knows that some types of movies, and music can't be put on display in public. So you would have to ask for the movie or @CAPS3 and someone will go get it from the back for you, due to explicit content or explicit lyrics. G-@CAPS4 @NUM1, should be the only movies allowed on shelves, rated @CAPS5 and up should be behind counter, and the same with music. I am pretty sure that is clear with this audience.     @CAPS2 that I have shared with you my opinions on different views on censorship in libbraries what is you thoughts on this topic as you read this persuasive essay. You have read my thoughts on experience, observations, and just common sense on this topice. If you had to write an essay on censorship in libraries, how would you come about this.",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,
13059,5,"The mood created by the author in the memoir is very greatful and happy. For example in paragraph @NUM1 it says that his parents had good cooking skills and then notes that he is very greatful. So basically he is very greatful that he had or has a chance to life as @CAPS1 and have the opertunities that others don't have. And very, very happy that he did not just live in a house. his parents made it into a home with loving memories and his family moments.",1,2,,2,,,,,,,,,,,,,,,,,,,,
9140,4,"The author concludes the story with this paragraph because Saeng failed to get a certain plant because it died but winter is over in spring is here itís her chance to get that flower. For example in the story it says Saeng broke down and wept. It was already dusk when Saeng reached home. Itís not her fault because in the story, it says the wind was blowing harder, tearing off the last remarks of green and chicory weeds. The concludes because it will be a next time when you see Saeng again with a beautiful plant in her hand.",0,0,,0,,,,,,,,,,,,,,,,,,,,
10284,4,"The purpose for the ending the Author @CAPS1 is to show how the hibiscus gives Saeng A good sense of comfort, compared to how:- she was At the beginning of the story. It Was like she had very little confidence. And now she is forced to call this strange place home, And that emptied her @CAPS2 to strive until she seeís A very familiar face that brings back her memories of when She was the happiest. Having something Around that was special to her Around All the time can make @CAPS3 feel At home or like it use to be, she found her confort in the Hibiscus. So now that it rests in her garden to constantly grow through All the seasons, She will to with that reminder of her old home and how good it felt, except now with new memories.",2,3,,3,,,,,,,,,,,,,,,,,,,,
4317,2,"I beleive that all materials should be allowed in libraries, because we all have the right to choose what we want to read, listen to and watch. Even if people banned some books from the libray, other people would find a way to get them. we as the people of aAmerica have the right to live freely, which also includes the right to read freely.      As for music and movies i think we have let ourselves go a little too far. We have made pornography an easily obtainable thing, and music that promotes sex, drugs, violence, and alcohol. The only thing keeping us from pure evil is the @ORGANIZATION1 and their ratings on movies, music, and television.     With magazines its a little more complicated than the others, maga zines have their own set of standards. We all know about @CAPS1, @PERSON1, and @CAPS2, but think about all of the magazines that we dont see. The ones that stay behind closed doors and rarely ever come out.",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,
3938,2,"I think that the bad books, and all the adult books, magazines, and all the other articles should have its own room in the libraries. If you don't want little kids and teenagers in those kinds of books and magazines then put I lock on the door and if you have proof of @CAPS1 that shows your @NUM1 then you are going to be aloud back there if you don't have proof of @CAPS1 then I guess your not going back to the adult section.     I say this because they have movies at the movie stores that are not aloud to be seen unless your @NUM1, but the thing is kids have imaginations that if you read a book you can also see pictures just like a movie. The movies in the movie store are locked up in a back room where you have to be @NUM1 or older to go back there and look. I bet its ruff when your kid is reading books and getting bad words out of them and saying them around like an even younger sibling, because then thats just going to cause a bigger problem then what you started out with.     People have to understand theses days that kids are growing up way to fast to just leave stuff like that laying around. Parents need to keep stuff like magazines, movies, pictures, books and stuff like that up away from kids. I feel like once you become a parent you automatically think your smarter than a kid but yet kids are pretty darn smart. I understand its only a word but its disrespectful to have your kids running around cussing and saying inaproperiate things to nice people.       When kids do that then othere parents that don't let their kids do that stuff think ' wow these parents obviously don't care'. I have a feeling that its never going to stop but it would be better if childrens parents did not let them cuss around other people ok at home if your parents don't care then sure but when you go out to eat or something and your son or daughter is over there cussing like a freight train its all because of those books she has been reading, the magazines and the movies.      Im going to close this little description now and im still against kids cussing under the age of being a mature teen",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,
18242,7,One day at the fair I was patient. I wanted to ride the bumper cars. So I got in line. There where about @NUM1 people in front of me so I knew I had to be patient. So I waited in line until it was my turn. They let @NUM2 people in at a time so it took a while for me to get my turn. Then it was my turn. I wanted to go with my friends so we let some people got in front of us. Then after @NUM3 minutes it was our turn we picked our car and had some fun. That's a time when I was patient.,9,7,,16,,,2.0,2.0,2.0,3.0,,,2.0,2.0,1.0,2.0,,,,,,,,
253,1,"Dear @CAPS1, @CAPS2 you think computer's are good to use? More and more people use computer, but not everyone agrees that this benefits soceiety I srong disagree. My first reason is because computer's are not safe. My second reason is computer's could get you in a lot of troble. My @CAPS3 reason is you never know what could happen on the computer. Read on and see why I disagree. First @CAPS4 gonna tell you why I disagree. The reason why I disagree is because computer's are not safe because you could have someone trace where you live at then what? Second - computer's could get you into a lot of trobe such as posting things online or saying mean thing's to people. Next computer's are bad because if someone like's you and you say I dont like you they could post mean and hurt full thing's and then if you friend's see it you will probably get mad. Finally - in concusion thease are all my reason's why I think computer's are not good. You never know what coud happen on a computer there's website's there and some could start a virus on your computer. Also I think computer's are not good because computer's lead to no good so keep your child away from computers. Also be careful what chu @CAPS2.",3,3,,6,,,,,,,,,,,,,,,,,,,,
1217,1,I think having computers are good because you can use it to find places. Another reasons why its good is that you can talk to your friends from the computer. You can play all types of different games and get pictures and its is good to do your homework. That is why computers are good and we need them. First reason that we need computers is that it can be a map for us. Also we could look at places we never saw before and if you want to get some where you can go the computer to do that.,2,2,,4,,,,,,,,,,,,,,,,,,,,
13025,5,The mood of this memoir is love and staying a family. The author sends a message to her readers when one leaves what they once had. Her tone tells the mood by writing with passion. The mood is basically is being happy with what you have. that's how the family written about acts in this memoir.,2,2,,2,,,,,,,,,,,,,,,,,,,,
21130,8," I used to love hermit crabs. The cute little creatures who hid in their shells fascinated me. When I was about six my family decided to take a road trip along a @CAPS1 coastline. We were accompanied by another family with four kids. Put together there were @NUM1 kids for me to play with, but the closest one to my age was @PERSON1. He was only a couple years older than me. I adored @PERSON1. We explored, swam, giggled, and played tricks on our siblings together. Everything he did, I did.  We went to so many different beaches I can't remember half of them, but one in particular stood out. It was a short and slender beach. On one side there was a cave. The cave was loaded with hermit crabs. Never in my life have I seen so many of them. There were mini hermit crabs, great big hermit crabs, and even bigger hermit crabs! It was as if our dreams had come true. @PERSON1 and I created sand castles, prisons, and water channels to keep the hermit crabs contained. Our older siblings weren't interested in them at all. That was alright though, in our eyes it only meant more for us!  When it was time to leave, @PERSON1 and I were devastated. We both knew that we wouldn't just come across another beach like this is the future. It finally hit us that we wouldn't be able to keep our beloved crabs. We stayed down on the beach near the cave for hours just saying our ""good byes"". When my mom eventually yelled across the beach saying that it was time to go, we both had made a quick decision. I had watched girls stuff shells into there bathing suits before. I thought why not? @PERSON1 liked the idea, so we silently slid two hermit into our swim trunks. His crab in the pocket of his shorts, mine in my one piece swim suit. It sagged at the bottom, but I decided to ignore it and pretend like nothing was wrong. Guilt weighted down my scrawny little body, like I had stuck a ten pound rock in my suit, not a tiny little crab. My mom had asked me directly if I had left all the hermit crabs on the beach. I nodded, but my voice was absent.  Back on the road my sister and I played word games. Everything was fine, the music playing, my parents talking. and our wheels rolling down the narrow dirt road.Every once in a while I would have to move a little because I could feel my little hermit crab checking out his surroundings. We had been driving for about an hour when I let out a blood curdling scream. As my dad slammed on the brakes dust swirled around the car like a hurricane. I remember my mom swiveling in her seat to look at me and ask what was wrong. I didn't answer. As the pincers grabbed on again, I let out another urgent scream. I then decided it was time to quit hiding my little friend in the bottom of my swimsuit. Letting out the last prolonged scream I pointed down to my crotch. My sister's urgent hands pulled my swimsuit off and quickly found the little devil. I was so embarrassed and guilty that my mom just laughed. She said that I had already gotten my punishment for lying, and that she thought I had learned my lesson. I sure wasn't going to disagree on that. A few minutes later, our friends pulled over too. When we asked if everything was okay, they said while laughing, that one of the girls had gotten pinched by @PERSON1's hermit crab. That sent all of us laughing.  We never stopped laughing about that story. My family loves to humiliate me in front of friends, guys that I like, or adults that I don't even know. Every time my mother says that that crab grabbed right onto ""where it counts"" we all bust out laughing. And every time I turn tomato red in embarrassment, but I guess I deserve it.  @PERSON1 and I both learned our lessons, although I think I learned a few extra lessons. First of all, never put and animal near your ""sensitive"" parts. The second lesson was don't lie, because eventually you will most likely be be caught and punished. The last lesson would have to be to learn how to enjoy something when you have it and when it is time to let it go, let whatever it is let it go, and be grateful for the time you got to enjoy it. If I would have been able to just say good bye to my shelled friends, I would have never lied or felt so much pain. They were all great lessons to learn, and I am very grateful for them. Not only because I became a little wiser, but also because I have a great story to tell that always sends people up in laughter.",25,20,,45,,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,
1344,1,"In the world we live in now, everything is getting technilogical. In my own opinion, its a good thing. Using computers has been very helpful to our society. They give people the opportunity to research things fast and easily, they save trees, and they're a wonderful way to communicate with people. First, computers are great to use for research instead of books that waste tree. A few years ago, kids would get a school project on a certain country and the thing that would came to mind is the library. But, nowadays it's computers. Sure, of course books are very helpful, but so is the internet, plus its much faster and easier to find to find the information you're boking for. You can learn about a place before visiting it with a click of a button and learn about places far away. It really is magical. Next, using computers saves trees. With a computer we don't have to keep cutting down so many trees for books and paper. Another can now sell their books online and people are able to read them right. Honestly, there really is no reason to keep making books. Even students can do their home work, test and quizzes online! I think it's a mirical and it's so amazing to see how much our world has changed in only about @NUM1 years. Finally, computers are great to communicate with people far away. Some people have family in the war who they don't see for months or maybe years. With a computer you can get emails that get deliveres to the person right after being sent. Or you can even webcam and actually see the person face to face! It must be hard not being able to see your loved ones everyday, which is why a computer is very helpful. Even to those who have a family member away on a business trip or that live in another state/country. Computers are very helpful, especially today with everything going on in our world. With computers we can online research, save trees, and communicate with people far away. So, in my opinion computers do benefit society.",4,4,,8,,,,,,,,,,,,,,,,,,,,
1031,1,"Dear @CAPS1, I beleave that computers have a good and a bad effect on people. Even though I think it has both effects on peope, I think that it has a better effect I think this because the internet gives people the chance to learn more about other places. Allows people to talk to family that lives far away, and it also helps to make new friends. I support the advances of technology. I support it because people can talk to their family that they can't get to see. I have three cousins that live in @LOCATION1 that I never get to see, but with computers I can talk to them all the time. We can email and @CAPS2 to chat to eachother to find out what they've been doing, hows school, and so much more. My aunty loves to send and get pictures from them to see how much they've changed since the last time we saw them. Without the new technology we wouldn't be able to do that. Computers also help learn about other countries and the people that live there. With the internet you can find what the country looks like, what types of food they eat, what type of language they speek, and so much more. Recently I had to do a project in @CAPS3 @CAPS4 about a place in @LOCATION2. I got @LOCATION4, @LOCATION3 with the help of computers I found out so much more about the country that I never even know about. There were so many great places to visit and learn about the history of @LOCATION4. Learning so much about the place makes me want to visit there someday. Without computers I never would have learned so much about that place. Another great thing about the new technology is that we can make new friends and talk to different types of people from all over the world. I read recently in the @CAPS5 @CAPS6 that atleast @PERCENT1 of kids have a myspace or facebook that helps them interact with people from all over the world. There can also be dangers to talking to people you've never met before. To be safe don't tell people your phone number or where you live. But meeting new people can also be good. For example, my cousin doesn't get along very well with the people she goes to school with. But after school she goes on her computer and talks to people that are just like her. Either way she should be careful. In conclusion, I must say once again that I support the advances of technology to an extent. Computers help you talk to family that you don't see, helps you learn about new countries, and meet new people. Thank you for your time.",5,4,,9,,,,,,,,,,,,,,,,,,,,
18250,7,"It all started on a cold and snowy @DATE1, there was only two days till @CAPS1! @CAPS1 is my favorite time of year because you see all the lights that are the colors of the rainbows. Also people are very happy around this time of year. I always become impatient waiting for @CAPS1 to @CAPS6. This year I was going to be patient. @CAPS4 I started being patient by going with my mom to go buy new light @CAPS1 tree, and to buy presents for my family. While we were shopping there were all kinds of people in the store. @CAPS4 when got to the checkout line there were a lot of people in line. My mom told me too be patient, @CAPS4 I did. When we finally got out of the store we rushed home to start decorating. I put up the blow up @LOCATION1 which was taking a very long time, but I had to be patient. Finally it @CAPS6 to making the cookies, which was the best part. We cut the dough and put them into the oven. It was taking a long time for them to cook. My mom said as patient can. ''@CAPS4 I was patient and the cookies were eventually all fasted with sprinkles on them. With everything made and put up we were ready for @CAPS1. ''@CAPS6 on @CAPS1,'' I said to myself. I need to be patient or @CAPS1 will never @CAPS6. @CAPS4 @CAPS1 @CAPS10 everyone came over and had dinner with us, and got their presents I bought them. As everyone left I walked to my room not remembering that it was @CAPS1 @CAPS10. Then when I woke up late, and everyone was waiting for me I got excited: @CAPS13 I was patient and it payed off.",12,11,,23,,,3.0,3.0,3.0,3.0,,,3.0,3.0,2.0,3.0,,,,,,,,
6117,3,"There are many ways the features of the setting affect the cyclist. One feature is the weather. When a cyclist is on a trip the weather could affect the setting greatly. An example, if it started to rain the roads could become very slippery and dangerous to ride your bike on. The cyclist and his bike could crash and die. Just cause of the weather. Another feature is the animals. An animal is important cause any were you do the are different animals that do different things. If the cyclist knows  the animals around the area that he is traveling he could keep safe and not be harmed. Tiís better to know the area and feel safe. Then not knowing whatís going to happen next.",1,1,,1,,,,,,,,,,,,,,,,,,,,
10298,4,"The author of ìWinter Hibiscusî probably chose to end the story that way because then itís ending with a sense of hope. Also, it is showing how Saeng is adapting to her surroundings much like the winter hibiscus. In the second last paragraph, Saeng hears the hanks of the geese and it is noted that their sound has become familiar to her through the course of the time Saeng probably vowed to retake the test when the geese returned because the time would allow her to grow and adapt even more. The hibiscus will be budding then, a sign that it overcame its obstacles and was successful in adopting. If the hibiscus could adapt, Saeng could too. She could look to the plant for inspiration. This feeling of hope in Saeng and her future is left in the last paragraph, which is why the story ends there.",2,3,,3,,,,,,,,,,,,,,,,,,,,
15726,6,"Upon taking up the task of building a mast for dirigibles to dock at, the architects encountered many obstacles which made the idea of a mooring mast unplausable. One obstacle they ran into was the violent nature of the wind currents above the city. If the dirigibles were to dock at the building with a tether, then the back would be free to swing and sway. Another factor they had to consider is that dirigibles are full of the flamable gas hydrogen which imposed the risk of a serious fire hazzard about New York City. Even if the engineers and architects managed to work out all of the kinks of building the mast, they still would face another obstacle. It was illegal to fly dirigibles to low over urban areas. These are the reasons why the idea of a dock for dirigibles could never work out.",3,3,,3,,,,,,,,,,,,,,,,,,,,
1447,1,"Dear @CAPS1 of the @CAPS2 @CAPS3 @CAPS4, computers are a wonderful tool and they bear many positive impacts on society first, computers have created numerous @CAPS2 forms of communication. Also, they have enable us to create a @CAPS2 age in research. In addition, computers have given us amazing @CAPS2 ways to entertain ourselves computers have a incredibly positive effetct on people. One reason why computers have such a positive effect on humans, is that we have developed many @CAPS2 ways to communicate with people all over the world. First, one fantastic program such as @CAPS5 (instant messaging) has given us the amazing ability to hold a conversation with one or more people any where in the world, and be able to respond within an instant. In a recent survey @PERCENT1 of people said that they prefer instant messaging over any other type of communication beside face to face talking, second, most computers come with webcams built in now, so you can actually see the person you are communicating with. I had friend move recently, and we are able to see what each other are doing and remain friends even though we don't live in the same town, and I'm sure a similar experience has occured to you or someone you know. Finally, the popular program of facebook has changed communication forever. People can now see things go on in your info whereever want. Although some it has a wonderful computers have established incredible ways of communication. A second reason computers positively import people is that they have created a numerous research. One example would be our phenomenon search engine, google. Google to almost everything with help people in finding schools now use computer resources such us @CAPS6 which allow in research to the fact that there is so much availbale on the. In addition, computers have created many opportunities for people to learn more because of the billions of web you in existance studies have shown that @PERCENT2 of people have found a website conataining information relevant to their research that was than a book. Computer are the reason that research has contuined to thrive and @CAPS2 continue to be made. Finally, computers have established amazing @CAPS2 entertainment for people of all ages. First, video websited such as youtube have created a place for people to watch music videos and creative films just to enjoy themselves. If you can't get tickets to a concert you want going online to watch music videos by that person is a much cleaper alternative, second, jaming websites are a less expensive, but if you go online you can play similar games at no charge. Finally websites with appropriate funny stories posted on them are a fantastic way to get the laughter of a comic, without leaving your couch wouldn't you prefer to stay home, rather than going out when it isn't necessary? computers are an incredible way to achieve quick, un expensive entertaiment in todays economy. In conclusion, computers impact proper in many positive ways. they're established now forms of communication, research and entertainment that will forever change society. Therefore, I invite you to join me to demonstrate the icrredible strenght of computers.",6,6,,12,,,,,,,,,,,,,,,,,,,,
15167,6,"The builders of the Empire State building faced many obstacles in building a mooring mast for airships to dock at the top building. The stress and preasure of a thousand foot dirigible docked at the top of the building was too great for the buildings original frame work to support, so they had to reinforce and strengthen the framework and base so the preasure would be transmitted to the buildings foundation. Another obstacle was most dirigibles from outside the @LOCATION2 were filled with hydrogen instead of helium. Hydrogen was much more flamible and the hydrogen dirigibles like the German dirigible Hindenburg was destroyed in fire and they didn't want that to happen over New york's population. The final obstacle was the violent and shifting air currents over the building. Even if the front of the dirigible or ""mast"" was tied to the mooring mast the back would swivel around the mooring mast. The many unseen obstacles of the mooring mast made it in unpracticle docking point for dirigibles. In the 1930s after airplanes, and dirigibles had disappeared the ticketing & bagging rooms were turned into tourist and site seers areas.",3,3,,3,,,,,,,,,,,,,,,,,,,,
7204,3,"The features of the setting affect the cyclist because they change the cyclistís mood towards the rider. For example, in the essay ìRough Road Ahead;Do Not Exceed Posted Speed Limitî it states, ""There was no one in sight, not a building, car, or sructure of any kind. I began breaking the ride clan into distances I could see on the horizonî The cyclist had to do this because they were having trouble riding since they were thirsty and the ride was very boring. This makes the ride seem larges so it also makes it harder to ride. Also in the essay it states, ""One ramshackle shed, several rusty pumpsî This affeted the cyclist because after seeing this and later realizing he couldít drink the water, he was more thirsty since he was running out of water. When the cyclist notices the Welchës grape juice factory, he bacames determined to get there. In conclusion, the cyclist in the essay ìRough Road Ahead"" by Joe Kurmaskie, the cyclist mood towards the ride is strongly affected by the settingís features.",3,2,,3,,,,,,,,,,,,,,,,,,,,
10086,4,"The author includes the story with this paragraph because since Saeng failed her drivers test for the first time when the hibiscus starts to bud it will represent a change in her life. Also, Saeng use to have hibiscus flowers at her old home in Vietnam so when the flower buds it could show that she has a new home. ",1,1,,1,,,,,,,,,,,,,,,,,,,,
12184,5,"Narciso Rodriguez by Narciso Rodriguez is a memoir from Home: The Blueprints of Our Lives and it is about Narciso Rodriguez's early life. The major mood in the memoir is honesty and truthfulness. This is because the author talks about that you don't want to hear or that makes you sad to hear. For example, the author tells us about racism and how it was normal in the United States but the community overcame it: ""a time when overt racism was the norm and segregation prevailed in the United States. In our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship. It was a close ñ knit community of honest, hardworking immigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need"" (@NUM1). In conclusion, the mood of the memoir is honesty and truthfulness because the author tells us about things that might make us uncomfortable.",3,3,,3,,,,,,,,,,,,,,,,,,,,
21109,8,"  Laughter is a important part of my life.The best way to pass the time is laughing with friends and family. Think back on all the fun times you've had, if you do you'll find that most of them you are laughing. That's because laughter and fun go hand in hand. Everyone likes to have fun, therefor everyone likes to laugh. Laughing is good for you in many ways, it keeps you happy, helps maintain healthy relationships with others, and it relieves stress.  Also a lot of people laugh when there nervous, I'm one of these people. Especially when you're put in a awkward situation. Like when you have to do a speech in front of the class. I remember my first speech in high school, it's one of the scariest things I've done. It was @CAPS1 year and I slouched down in my chair and tried to get as low as possible so the teacher couldn't see me. I wouldn't make any eye contact with her either. I put my back pack in front of me in order to block her view. Every time she'd look around the room to pick another person to go I'd hold my breath and hope it wasn't me. Every time it wasn't me I would breath out in relief.  Finally it was getting down to a few people and I knew my doom would soon await me. I decided to take a chance and peek over my back pack to see who the teacher was looking at for her next victim. What I saw when I looked at her was her eyes meet mine. I tried to hind behind my back pack again but it was to late. She had already started to call my name out.  What should I do? I thought to myself. Should I tell her I'm not ready? Should I try to get out of it? I wiped my sweaty palms on my blue jeans.Then I stood up and started to walk toward the front of the room. I could feel a nervous knot building up in my stomach. With note card in hand, I began to speak. My words were quiet and shaky. My speech was about uniforms in school and if I agreed with them or not. As I went on I could feel myself start to trip over my words. Then I started to laugh, which I always do when I'm nervous. I could hear other people in the room start to snicker. I smiled and looked down at my note card and continued my speech. After wards I felt a big relief to get it over with. It wasn't perfect but laughing at myself when I messed up helped me get through it without falling apart from my nervous.  Although not everyone reacts this way, laughing can help relieve tension in some situations.But always be careful not to laugh in situations were it's not appropriate. It's not good for you to have constant stress. Finding things to laugh about can be a good way to relieve stress. Laughing might not be the right behavior to get a A on your speech but it did help me keep it together to make it through. Laughter is important to everyone. It's a good way to have fun with others and it keeps you happy. Laughing is a good way to relieve stress. Your relationships will grow stronger if you find things in common to laugh about. If you learn to laugh you're sure to have a fun and happy life, I know I do. ",20,20,,40,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,
15711,6,"In the excerpt 'The Mooring Mast"" by Marcia Amidon L¸sted the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. First of all, if a thousand-foot dirigible held by a single cable tether was moored at the top of the building, it would add stress to the frame. The workers had to transmit the stress ""All the way to the building's foundation, which was nearly eleven hundred feet below."" They had to modify & strengthen the frame, which would cost over sixty thousand dollars. They also had to design an ornamental mast with four wings to house the mooring arm. What the builders did not realize was that their mooring mast not only had problems the frame work, but the dirigible would swivel around without being able to use lead weights to hold it down. There was nothing they could do to prevent this, flammability, or existing laws.",2,2,,2,,,,,,,,,,,,,,,,,,,,
