essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
21604,8,"Some say that laugh is the common language between people to people, nation to nation. If that is true, those laughters can speak all the languages around the world. In our lives, we all need laughters to be around. When they laugh, they don't just benefit themslves, but also all the people around them.There is a reslut from these people who study for phscology, they noticed that @CAPS1 don't cry because @CAPS1 are sad, @CAPS1 are sad because @CAPS1 cry. Same thing as laughing, @CAPS1 are happy because @CAPS1 laugh!I remember once, when I was in middle school, everyone in my class needed to go on the stage and do the presention. Before the presentation began, everyone was quiet, and there was nobody talking because we were all nervous. The classroom was dead quiet @CAPS1 could even hear a pen drop. I sat on my desk and did not know what to do. I was so neverous that I thought I would pass out in any second. I believed that was what my friends thought, too. Suddenly, we all heard a kid laughing! I did not know what he was laughing about, but the whole calss started to laugh! @CAPS1 could feel that the neverous situation was gone! Everyone started to talk and walk around. That helped me cliam myself down. I felt the big and heavy thing that was on my shoulder suddenly disappeared! The story was so unforgetable because I realized how aould a laughter change the situation from bad to good.Laugh could change the whole world from dangerous to peace. I am a laughter. I love to laugh because when I laugh, I feel everything is better. It could be both positive or negative, but laugh dose make my life better. People who are around me think that I am fun to be with because they could feel the joy I bring to them.Laugh is an important part of a relationship. My friend and I, when we get together, we always laugh about everything, from some random house to the sky. We really have fun together. There one time that I wondered, what is nobody in my group laugh when we are together? That would be no fun anymore! Without laughters, the distance between my friends and I would be a big gap, but with laughter, we would not have any distance between us! Then I noticed that the other group of people. Maybe they just had the bad day, they had no amile on their faces. When they sat together, nobody talked or laughed during the lunch time. They seemed they were not friends anymore. After dys, they started to talk again. They laughed just like they were good together! I realized that laugh could change everything. It could change not only the inside the relationship but also how people view your realationship.Laughters do help us out a lot. On mental, physical, and social, they benefit us in our lives.",16,17,,33,,,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,,,,,,
6198,3,"On that long bike ride the cyclist was affected by the setting. He was affected of the lack water, the heat and the bad directions, throughout the story the cyclist ran out of water due to bad directions from some men.""Trying to keep my balance in my dehydrated state. The water bottles contained only a few tantalizing sips.” He ran out of water and became dehydrated through his trip. The heat has a major part of his dehydration during the bike ride.” I was traveling through the high deserts of California in June.” I have been to California and it is hot. The trip was made even longer due to some bad directions from some old men.” Because I listened to some gentlemen who hadn’t been off their porch in decades, caused me to laugh.” The gentlemen gave him wrong directions because in their time that was right information. But not the land has changed and the directions were wrong. When going on bike rides the setting of the rides is a great help or a bad help. The cyclist experienced how the setting of a bike ride can affect him a great deal.",2,3,,3,,,,,,,,,,,,,,,,,,,,
18939,7,"Patience is, in definition, being understanding and tolerant. I am not patient, I understanding but I am not that tolerant. Some people though, are tolerant and understanding or patient. Here is a story of someone I know who is tolerant. In the @NUM1 grade my math teacher’s assistant had to be so patient with our because they would ask the same questions over and over again. She would teach the lesson and than have to reteach it before to living questions. I was in the advanced group so we went fast and never really had to ask questions. I could never be as patient as she was teaching those people.",5,5,,10,,,1.0,1.0,1.0,2.0,,,0.0,1.0,2.0,2.0,,,,,,,,
21598,8," Laughter is an important part of my life, either my friends are making me laugh or i am making them laugh. One prime example is on the @DATE1 me @PERSON1 three of my closest buddy's went hunting. That trip was the bast @PERSON1 worst hunting experience of my life. it was the worst because we shot @PERSON1 missed at two bears @PERSON1 one of the biggest bucks of my life. But it was the best because we all reached that tired state when every little thing was funny. The trip turned out to be a failure but the most important thing was that we had a blast, @CAPS1 teen age boys ridding around in a pick up truck making each other laugh. Another example was one @DATE1 this @DATE2 me @PERSON1 two boat loads of my friends went trip to a nearby fishing hole called @ORGANIZATION1@NUM1 is a small quiet @ORGANIZATION1 that not very many people go to, it is very peaceful. I brought out my fifteen foot duck/fishing boat @PERSON1 my ten foot canoe. I was controlling the big boat the only boat with a motor @PERSON1 towing behind us was the canoe. Inside the canoe was @PERSON1, two kids that don't mean to be funny but you cant help but to laugh at them. We were having a good @DATE1 of fishing @PERSON1 it was starting to wrap up. On our way back we stopped to fix a pole @PERSON1 the slack in the rope that was pulling the canoe became slack. When we started to move again the slacked tightened @PERSON1 the canoe lurched forward unbeknown to @PERSON1, who was standing up at the time. caused him to almost fall out. @PERSON1 when i mean almost i mean the only thing left in the boat was his feet @PERSON1 his hands which were holding on to the side rail. The only part that was in the water was his butt. This turned out to be the high light of the trip @PERSON1 we still bring it up from time to time. My friends @PERSON1 i have a lot of adventures most of them turn out bad but, all of them turn out funny.",15,15,,30,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,,,,,
4705,2,"Certain material that are made to offend people should be removed from shelves everywhere. I am against any material that are offensive to someone or something else. The three main reasons I am against this is because it is wrong to offend others, offending others can lead to personal issues, and offending others or something else will eventually tire out.           To simply write a book or a magazine, or make a movie just to offend someone or something is wrong. People should always treat others the way that they would like to be treated. For someone to make negative lyrics about a person or something says something about the person who made that song. Maybe that person has personal issues. In order for that person to ignore their personal issues, they make fun of someone else.     Offending other people can lead to personal problems. How? If someone steadily talks about you or, on a daily basis, offends you, people can get depressed. They can start believing that they are nothing. I remember a girl in the eighth grade told everyone that I was a 'garden tool' and that I would do anything for a piece of change. She also made a song, taunting me everyday about how I looked. She actually recorded it and passed it out at school. People heard it, and like followers, they started taunting me, too. I soon became depressed. I got so bad to the point that I was suicidal. I thought the world would be a better place without me. I had to go see a shrink to get over those thoughts. What other people do to you or say about you can have a bad effect on them.       Last but not least, people will eventually get tired of hearing bad things about someone. The victim will get tired of being teased or talked about. People would stop listening to that negative garbage. If people stop supporting that degrading stuff, then the author wouldn't have anything to write about. The singer wouldn't have anything to sing about. Their career will have gone down the drain because there is no future in offending others.     There are many reasons why offensive materials should be removed from the shelves in libraries, stores, and everywhere else. These negative comments will get nowhere in life. As I brought out in my body, it's simply wrong to offend others, it can lead to personal issues, and it will eventually tire out or get old. Nothing good comes from making people feel bad. So once again, these negative materials should be abolished everywhere.",4,4,,4,3.0,3.0,,,,,,,,,,,,,,,,,,
16050,6,"There were many obstacles that the architects never realized while building the docking station for the dirigibles.  One of these obstacles they faced was height, and the lack of safety that arose from it.  In @DATE1, the German dirigible ""Hindenburg"", which use a highly flammable hydrogen, caught fire in New Jersey as described in paragraph thirteen.  Should this have happened to a dirigible docked high over New York City, the airship would plummet to to the ground where many New @CAPS1 would be going about about their day.  The largest obstacle they faced though was nature.  Air currents and storms would cause the dirigible, only teathered to the mooring mast by a rope, to ""swivel around and around the mooring mast... dangling high above pedestrians on the street.""  As pointed out in paragraph fourteen, this was neither practical, nor say if.  The third obstacle they faced with a pre-existing law against airships flying too low over urbanized areas.  Even as tall as the Empire State Building is, it was still impossible to legally dock at the new mooring mast.  Al Smith's idea finally had to be abandoned due to safety, nature, and state law.",3,4,,4,,,,,,,,,,,,,,,,,,,,
9965,4,"I think the author concludes the story with this statement because the author is determined to get used to the new country and surroundings. In the story, the author is showing home sickness. The author see a plant that is know where she come from and buy for over @NUM1 her mother couldn’t believe it. She didn’t want to tell her mother exactly why she got it because she was too shaky to say home or start crying again. The last sentence is showing that author is trying to adapt.",1,1,,1,,,,,,,,,,,,,,,,,,,,
3768,2,"In this persuation essay it will talk about the content of should we or shouldn't we remove all offensive books, music, movies, magazines of the shelf. In this essay everyone will agree with the content or be in the opposing side of the aurgument. In this essay it isn't the exception that this essay will disagree with some of the viewing audience; however, there are situations in which the audience can go with both sides.      To begin with, in the matter of the case should we or should we not remove offensive books,music, magazines, or movies from the library. I don't believe that all content should be remove for all to see. In some cases there are the exception, but in banding all material doesn't seem logic. In my point of view the removal of materials seems a little extreme; however putting the content in a higher shelf seems more pratical instead of removal all for good. Yes, it might be offensive but in this time period offensive movies, books, magazines, books, and so on are look as more comedial and not taken serious. For example, a really offensive show called '@CAPS1 @CAPS2' is a really offensive and people just see it as entertaining. This show can be offensive to everyone, but yet we still see it. In this show there is warning label stating only be seen to children @NUM1 and older. Parents are advice and to be acknowledge what their kids are seeing. It's not the creator of the content to be banned, yet it is the job as a parent to be mindful in what their kids are reading, watching, looking, or listening not them. In which case there there isn't away to be right in this subject. However the creators of the conent see it as a way to vent over their lifes, experiences, and what opticals they had to faceor just to make people laugh. They see it as a safe way to espress themselves. It might be offensive to you, but for some people that's there life. You might not like it or it @MONTH1 seem harsh for you, but that's real life.      Secondly there are always something that @MONTH1 offend you, but it doesn't seem logical to banned it. An example might be religion. A religion a person might be it might offend you. It doesn't mean if the religion offensive that it will get banned or be remove for everyone. Your religion @MONTH1 offend someone, but they deal with it and embrace the differnces. If your friends has a different religion it doesn't mean you will never talk to them ever again.      Thirdly, you might express yourself and there are going to be people out there that won't agree with you. You might create a book, a song, or a movie that will offend someone in a way. For example, the @CAPS3 series is offensive to some guys and girls. A disagrrement between two girls fighting over which charater is better for @CAPS4. There are always an opposing side. A @CAPS2 might be tried of hearing about @CAPS5 all of time and might find offensive when a girl @MONTH1 compare him to @CAPS6 or @PERSON1. Saying why can't boys be like them, but even then they don't remove @CAPS3 all together. For you it might seem the greatest movie ever, or the most terrible movie in the universe.      Fourthly, another example is a @CAPS8 show called, '@CAPS9 @CAPS10 @CAPS11 @CAPS12' (queen of the south) where a women that had nothing to begin with, yet ended up being the most wanted in some countries. Some people @MONTH1 seem that it might be cool to be just like her. It doesn't seem that people will go uot there and do what she does cause in the television show shows all of the consequences there are if you do what she did. This show is an example of what could happen if you become exactly like her. Some offensive material @MONTH1 teach a lesson and can pervent a person to do something that they @MONTH1 later regreat.     In conclusion, everything in our life offends us in some way. It doesn't matter what it is we deal with it and our life goes on. There is no way to see this, but one thing you enjoy maybe be offensive to others. It wouldn't seem fair to take something you enjoy just because it offended one person. So I belive that the libaries censorship isn't at risk. In my opinion everyone has the freedom to choose what they want to read, watch, or even listen to. And also have the choice to stop reading it, watching it, or listening to it",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,
6483,3,"There were a few features in the setting that affected the cyclist. One very important feature is that the cyclist was in the desert. This is demonstrated by the statement “I was travelling through the high deserts of California.” not only was the cyclist in the desert, he was there in June, one of the hottest months of the year. It is demonstrated that he was there in June reading to the statement “I was travelling in June.” @CAPS1 there at that time made dehydration a bigger risk. It was also very hot there. We know this because when he was at the water pump, he stated, “blackish water feeling somewhere in the neighborhood of two hundred degrees.” From this, we can affirm that not only was at hot, the water was dirty. The water also “had the flavor of battery acid.” This was bad for the cyclist who was running low on water because he “had been hitting (his) water bottles pretty regularly.” The fact that he had little water left is demonstrated in the statement, “The water bottle contained only a few tantalizing sips.” The cyclist was in a bad situation. These had ganged-up against him in his trip. These features are the desert, the high temperatures, and the blackish water which tasted like battery acid. The fact that he was low on water made it harder to fight these features with water, he would battle the desert, high temperatures, and have no need to pump bad water. Again, the features of the setting that affected the cyclist are the desert, the high temperatures, and the bad water which he could not drink.",3,3,,3,,,,,,,,,,,,,,,,,,,,
9862,4,The reason why the author used this paragraph is because he was sag that the snow go away in spring time that all.,0,0,,0,,,,,,,,,,,,,,,,,,,,
8,1,"@PERCENT1 of people agree that computers make life less complicated. I also agree with this. Using computers teaches hand-eye coordination, gives people the ability to learn about faraway places and people, and lets people talk online with other people. I think that these are all very important. Why wouldn't you want to have strong hand-eye coordination? I think this a very important skill. Computers help teach hand-eye coordination and they keep it strong. While you're looking at the screen your hand is moving the mouse where you want it to go. Good hand-eye coordination is used for a lot of things; mostly everything. If you play some sports like baseball, hand-eye is one of the most important elements. Why not make that stronger off of the feild? Also, hand-eye can be used to @ORGANIZATION1 while taking notes. Hand-eye is involved with almost everything you do. you can't have a poor hand-eye coordination or else you won't be able to function properly. @NUM1 out of @NUM2 doctors agree that hand-eye very important for healthy living. I love to travel, but I want to know about the place I'm going to before I get on the phone to go there."" said @PERSON1, a science teacher at @ORGANIZATION1. He feels the way, I'm sure, a lot of people feel. They want to know about the place they are going to and they want it to be current. The computer has plenty information about a lot of different places in the world. Some books don't offer as much information or they need to be updated. Computers are also very good for learning about other cultures and traditions. No one wants to be ignorant right? People want to know what's going on in the world quick and easy. The computer does this. I remember when I was about @NUM2, our phone broke in our house. We couldn't go out and get one right away either. The only way we were able to communicate with our family and friends was by computer. The computer made it easier to e-mail everyone and tell them why we weren't answering our house phone. This happens more often than you think. People need to communicate through computer a lot. At work, if you need to talk to an employee or co-worker and you can't leave your desk, you can just e-mail the information to them. @NUM4 out of @NUM2 employees say that it is much faster and easier to e-mail information as opposed to talking them on the phone or in person. A lot of people agree that computer make life a lot easier. Computers teach hand-eye coordination and they let you communicate with other people. The most critical reason is that computers let people learn about faraway places and people. You can make a difference in the way people feel about computers. Write to your local newspaper. It's now or never!""",5,5,,10,,,,,,,,,,,,,,,,,,,,
10299,4,"The author concludes this paragraph to the story because, seasons change, plant don’t most likely grow during winter time. So you learn a lesson and take it as it is and a wait until the next time you learn basically the same lesson, when the right time comes.",1,1,,1,,,,,,,,,,,,,,,,,,,,
18135,7,"Patient, that’s all I am when I go fishing. If there is a spot where you cast it takes sometimes almost fifty casts just to get a bite then you have to wait for it to swallow it sometimes you have to be patient in picking the lure you are going to use. That is because sometimes you have to be patient in picking the lure you are going to use. That is because sometimes you have to count in the water color, amount of weeds, and what the fish eat. Then you have to have patience on the spot you arent too because after the motor runs you have to wait for the fish to come back. So you have to have a lot of patience to go fishing.",4,8,,12,,,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,,,,,,,,
18239,7,I know someone that was patient. The person was at the doctors she was savifly six and she still waited. They can fix that problem by asking nicely can I go ahead of you plezz. That will solve every thing in a kind and respetful way. That is what I think respectful way.,3,4,,7,,,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,,,,,,,,
16535,6,"There were a few challenges that the builders of the Empire State Building faced in attempting to allow dirigibles to dock there. The mast couldn't just be dropped on the top of the building. ""A thousand-foot dirigible moored at the top of the building held by a single cable tether, would add stress to the building's frame."" All this stress would be transmitted to the foundation of the building. Another obstacle was the builders had to modify the whole building. The architects had designed the mooring mast and made changes to existing plans for the building's skeleton."" The builders already had the building done but in order to dock the dirigibles, they needed to change the building. These architects worked hard to build something that could never be used because of the violent air currents. ""Even if the dirigibles were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast."" The architects put all their hard work into remodeling the building for nothing.",3,2,,2,,,,,,,,,,,,,,,,,,,,
