essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
3112,2,"Libraries should never remove any material just because it @MONTH1 be found offensive.  Something that is offensive to one person @MONTH1 not be to another.  If the material was so offensive that it went against the law, then it probably wouldn't have been published in the first place.       People often get offended if they read, see, or listen to something that goes against their personal views, ethics, or religion.  But people need to learn to understand that other people think differently and have different values.  Though peoples' opinions differ, each opinion is equally important to that certain person.     So many media sources today are censored that it is essential to keep a place where people can freely obtain material and express opinions.  As a student I often have a hard time finding meaningful literature in the school library because it is so censored.  I am not complaining about this because I understand that schools have to be careful of what they are exposing students to.  But if I am looking for something maybe more religious, derogoratory, or less accepted, it is nice to have a public library where I can find these things.       In closing, if people are offended by something on the shelves of a library then they shouldn't read, watch, or listen to it.  But do not censor everything so that people who do enjoy these materials can no longer easily access them",3,3,,3,4.0,4.0,,,,,,,,,,,,,,,,,,
15425,6,"The Empire State building was not a good place to attach a blimp to. One reason why it never worked out was because of safety issues. In every country except the @PERSON1, dirigibles used hydrogen instead of helium. Hydrogen is very flammable and shouldn't be flown over a densely populated area. Another obstacle the architects would have to face is the wind speeds at that height. The constantly changing winds would make the blimp need to be tied down on the front and back. Next they would need to make sure the mooring mast was high enough to surpass the law against low-flying over urban areas. The biggest issue was how they never finished their plans. Even after @NUM1 dollars worth of modifications the building was not finished.",2,3,,3,,,,,,,,,,,,,,,,,,,,
3030,2,"Books, music, movies, magazines, and more are a good way to learn. Some of that material is bad though, but some is good. Not all people are the same, and not all books or magazines are the same.     Books, newspapers, and magazines are good things, and they could be bad things. Some talk about nonfiction and some fiction. Others talk about famous people and all the good and mainly bad things they did this week, which is something some of us want to read but none of us should read or even write in the first place. Then there are books that have a childs story in them. There are also articles that everyone should read about, like somebody who saved a whole lot of people on @DATE1. There is a diverse amount of things to read out there, you just need to use a little discretion about what to read and put out on the shelves at a public library.     Music is another good way to express yourself. There is good old fashioned @CAPS1 music such as @ORGANIZATION1. Then there is stuff that nobody should listen to, or for that matter even sing about like almost all @CAPS2 Music. They also have little childrens songs which no matter how annoying that most of it is, it's alright for anyone to listen to. Or you can pick up some good ol' @CAPS3 @CAPS4 or any other christian artists or gospel music.The music of this world is very diverse.     The movies of today can, but most of the time aren't,be  good things. You could pick up an educational video that talks about animals that most everyone could watch. There are also bad movies such as @CAPS5 and @CAPS6.It is a horror movie that made it hard to fall asleep for a few days. Those are some that nobody should even produce.There are video copies of television shows as well, which can be alright. The vast amount of movies made today should not even be a thought in someones mind but some are good and educational.     So in conclusion, I think it should be reader and viewer discretion when it comes to content of things as this. Libraries everywhere should have most everything there is.Next time your in a library, just use discretion",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,
3793,2,"A colossal number of significant and life-changing books can be found in the millions of libraries throughout the world. The big question is whether or not individuals should get rid of the books of lesser importance, and the books that are found offensive to a number of people. In my opinion, there are a certain number of books wasting away on the shelves of the library that need to be disposed of. That is why libraries need to discover which books are creating issues, such as books on race or religion. Although Katherine Paterson boldly argues against taking books off of the shelves, I strongly disagree and believe that libraries should remove materials that are creating tension or books wasting away on the shelves.     Race is an extremely important topic in the world today, and I believe books that discrimate against certain ethnicity's need to be removed immediately from libraries. @CAPS2, there are exceptions to this proposal. For instance, books talking about the civil war and underground railroad need to be kept in libraries because they are significant historical events. Unlike fantastic books about our nation's history, there are also books about race that are of lesser importance, and they @MONTH1 offend people. In that case, libraries need to crack down on this issue and remove offensive books from the shelves!     Secondly, libraries need to be extremely cautious about what music is made available to the public. It is important that we teach our children the difference between right and wrong at a young age, and if the kids hear some of the derogatory music on the shelves, they will lose all sense of what is right and wrong. As Katherine Paterson mentions in her quote,' All of us can think of a book that we hope none of our children or any other children have taken off the shelf.' @CAPS1, that same quote can easily apply to the music on display in the libraries.  By libraries exposing children to derogatory music, they are creating enormous liabilities for the children and their families. Overall, our society would benefit greatly if libraries removed derogatory and offensive music.     Lastly, Katherine Paterson says that if we keep removing offensive books from the shelves, there will be 'no books left on the shelf for any of us.' @CAPS2, that is a nieve comment as @CAPS1 as an exaggeration. There are millions of libraries throughout the world and thousands of items in each of those libraries. Therefore, it would benefit our society if we would dispose of the items creating the greatest amount of tension, and there is one simple but effective way of doing that. When people are at the check out desk at the library, the library could have a sheet of paper asking if the customer found a certain book offensive. If the same item appears regularly on the list, remove the item. That would benefit everybody greatly because the offensive items would no longer be on the shelves, and it takes little effort from all parties involved.     In conclusion, I oppose Katherine Paterson's decision and believe libraries should remove offensive materials immediately. One highly controversial topic is race, and if the book is not informing us about a historical event, it should be removed. Certain derogatory and offensive music is available in libraries, and it should be removed from the shelves as @CAPS1. A quick and efficient way of figuring out which books are offensive is to have a list available to the public where they can write down which book they find offensive. Ultimately, libraries need to take action and dispose of the offensive materials that pose a threat to our society",5,5,,5,4.0,4.0,,,,,,,,,,,,,,,,,,
16396,6,"The builders faced so many obstacles to dirigibles on the Empire State Building. One of the greatest obstacle's was nature itself, like winds on top of the building was shifting due to dangerious air currents. The back of the dirigible would swivel around and around the mooring mast. The dirigibles would be dangling high above pedetrians on the streets, was neither practical nor safe. There was an existing law against airships flying too low over urban areas. There were so many obstacles to moor dirigibles on the Empire State Building.",2,2,,2,,,,,,,,,,,,,,,,,,,,
6523,3,"The features of the setting affect the cyclist. The cyclist is running out of water and is in the intense heat in “the high deserts of California in June. The tumbleweeds that cross his path add to the desperation. Not only do the features of the setting affect the cyclist physically by dehydrating him in the heat, but also mentally. The cyclist encounters rolling hills, tumbleweeds rattle snakes and ghost towns. All of these make the cyclist start to give up hope. In conclusion, the features of the setting affect the cyclist physically and mentally.",2,2,,2,,,,,,,,,,,,,,,,,,,,
16416,6,"The builders of the Empire State Building faced many obstacles in attempting to allow drigibles to dock there. For one, most drigibles from outside of the United States used hydrogen rather than helium, and hydrogen is highly flammable, so it could explode. For instance, on May 6, 1937 the German drigible Hindenburg was destroyed by fire in Lakehurst, New Jersey. There is no predicting that that could never happen again. The greatest obstacle in attempting drigibles to dock there was nature itself. The winds on the top of the building were constantly shifting due to violent air currents and even if it was tethered to the mooring mast, the back of the ship would swivel around the mooring mast. Drigibles moored in open landing fields could be weighted down in the back with lead weights, but using them at the Empire State Building, where they would be dangling high above pedestrians on the streets wasn't practical and not safe. Another reason is because there was a law against airships flying too low over urban areas, due to fear over the wind, blowing the drigible in to other buildings in the area which would puncture the drigible's shell and cause a lot of damage.",3,4,,4,,,,,,,,,,,,,,,,,,,,
12260,5,"The mood created by the auther in the memoir is happyness because in the memoir it describes how many memories are in his house, and it is also happyness because he mentioned his family and friends, and how peacful it is Also because he describes that there was a @CAPS1 cuban music that filled the air. He also described were his house is and he loves cooking, and he describes it as a rich culenary cooking that he loves so much.",2,2,,2,,,,,,,,,,,,,,,,,,,,
4604,2,"What happened to everyone having the right to have freedom of knoledge? I do not believe that certain materials should be removed only for the reason that someone finds it 'offensive' or 'inappropriate'. Our youth have the right to access these materials. Kids should have that right because it allows more access to knoledge, it provides more realistic details about life, and keeps them from being shut out from the world around them. We cannot deprive children of that.     First of all, all children and students at schools all over should have access to more knoledge. If certain materials are censored and taken away, they cannot access that type of learning. What if a student wants to learn more about how goverment and politics work by reading an an article. But then, the article is taken away because of one small comment in it. We cannot take away our aspiration to learn more about the world.     Secondly, it can give a more realistic image of a person, place, thing, or event. Explicit content can give children more details about how things really are in life. If that is taken away, they might have a different understanding of how things really are and have different expectations of things. This might have an emotional or psycalogical impact on them once they see the real world. They should be well informed of what life is like in further detail to avoid confusion once they get to that point.     Finally, they could be shut out from the world if everything is kept from them because of censorship. Being kept from that kind of knoledge can be an emotional strain. A friend of mine had parents that kept her from many things in the world around her, blinding her from what she should have known. As she got older, things became harder and harder for her. And now, she is affraid of many things out in the real world. This is all because her parents had used cencorship to keep her from knowing what was important.      Our students should always have access to knoledge, details about life, and not kept from knowing enough to have an undertanding of things in our modern world. We cannot allow censorship to make such irrational descisions about what we do and do not have access to. And if it has such a negative impact on society and our youth, why isn't it censored",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,
3598,2,"Reading it is a joy to some and a pain to others. Do I think objects in the library with offensive details should be cleaned up or taken off the shelves? There are some things that could be censored, and others that wouldn't be worth using if it was censored. However, yes I do believe that there are items in the library that could be censored. I am going to tell you why they should be censored, and what should be censored.     The types of items in the library that shouldn't be cleaned up.  A perfect example of those items are historical documentaries or historical books they have no other way to get the information needed across to the reader or viewer. There are other types of library items in the library that could be censored. Like there are some magazines and movies that show uncensored scenes or pages that are not need to make a view across if there even is a view to get across. I think a movie, book, or a magazine should only be uncensored if it is trying to get a point across. If there are uncensored items not getting a point across then they have no business being in the library.      As people can see library there are circumstances where a book, movie, or magazine uncensored is very useful in getting information. There are more circumstances where a library item does not need uncensored details because it is just offensive. If you ask me if I think censorship is important in libraries than I would have to say yes and no. I just gave you some reasons why I would say that. The next time you are in the library looking for a book ask your self one question is it to offensive to be important.",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,
18040,7,"One day I was at a baseball game in @LOCATION1 and the line was huge it stretch out for half a mile and we were at the end. So it took us about an hour to get up there so I had to be very very patient or else my dad would’ve gone crazy, so that’s my story about patience.",5,4,,9,,,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,
3077,2,"It seems you cannot always make everyone happy. No matter what, someone is offended or upset over something. This holds true with everything- including media. Whether it be a book, movie, or a song, someone somewhere will be unhappy with it for some reason. Though this is true, it certainly does not mean you can take that media away from those who enjoy it. The @CAPS1 @CAPS2 of the @LOCATION1 @LOCATION1 @CAPS3 @LOCATION1 that all people are granted freedom of speech and freedom of press. Would taking 'offensive' material off of shelves not take away from this right so clearly and intently given to us? Not only that, but does sheltering the public and making us all believe the world is a place without bias, prejudice, or slander really help us in the grand scheme of things? Pretending that the world is perfect ensures that future generations of the world will be devestated by reality once they get out in the real world and realize everything is not perfect and nice and unbiased all the time.     My ninth grade year in high school, I read 'To @CAPS4 A @CAPS5' by @PERSON1. This book demonstrates the harsh prejudice that used to be normal in the @LOCATION4 during the earlier years of the @LOCATION1. This book could certainly be considered offensive by a person living in the southern @LOCATION1; one could say this book steriotypes people in the @LOCATION4. One could also say this book is offensive because of the language it uses. African-@CAPS6 could be offended by the explicit rascist comments and names within the pages. Despite this, 'To @CAPS4 A @CAPS5' is considered a classic and is praised and tought throughout the @LOCATION1 and the rest of the world. I grew from reading @PERSON1's masterpiece- it tought me a lot about where the @LOCATION1 has been and how far it has come with acceptance of other races. You learn from your mistakes, they say. Therefore, we can learn from the media's mistakes. We can grow as people from being offended or having offensive material brought to our attention. We can stop history from repeating itsself by being well-informed.     Theology is a huge matter of dispute among all cultures; @CAPS9 or @CAPS10'ite, @LOCATION2, @CAPS11, @LOCATION3, @LOCATION5, @CAPS12. Any book store you walk into, you can find a bible or a book on atheism or even '@ORGANIZATION1,' which focuses on @CAPS13. Any music store you walk into, you can find bands that bash the ideas of religion, but you can also find theistic worship bands or meditating music. Just the same, any movie theater or movie store you visit could supply movies with anti-theistic or pro-theistic themes.Taking such things off of the shelves because one work could be offensive to a group of people could limit another's options to explore theology and find out what suits them. It could limit one's exploration of interests. It could very well take away from one's personal growth.     In any case, it is unfair to take something that could be considered offensive to one person away from another just for the sake of being nice and having discretion. Putting a ban on certain works could harm the flow of society. Putting a ban on certain works could limit one's awareness of the world around them or the history they could potentially be inspired by, it could limit the expansion of one's intellect, it could take away from one's exploration of interests or the search of who they really are or want to be. It is best to just keep things the way they are- free.",5,4,,5,4.0,4.0,,,,,,,,,,,,,,,,,,
15113,6,The obstacles the builders of the empire state face was trying to make sure the building don't fall down.,0,0,,0,,,,,,,,,,,,,,,,,,,,
10133,4,"The author concludes the story with this paragraph because he’s saying that once winter and spring’s over and the hibiscus is budding, then I’ll start over again and try again. The author is saying saeng can’t wait till spring so she can plant her own little garden. This is why I think the author concludes the story with this paragraph.",1,1,,1,,,,,,,,,,,,,,,,,,,,
9689,4,"She vowed this paragraph because she wanted to make her mother proud by passing the test after she had failed it, but she waits for the plant to go through and start budding. The hibiscus buddy is like a new start so it makes it through winter and it will pass the test and then Saeng will be able to pass as well because she knows a tropick plant was able to survive a harsh winter then she can survive / pass the test the next spring.",1,2,,2,,,,,,,,,,,,,,,,,,,,
9543,4,"The author concludes the story with that paragraph, because she is making a promise to herself to take the test again so she can pass it. She will do it when it is spring with the hibiscus is budding. She need to take the test and start driving. I think that is a good thing to when people vowed thing to themself.",1,1,,1,,,,,,,,,,,,,,,,,,,,
15749,6,"The obstacles the builders of the Empire State Building faced is dirigibles were docked by means of an electric winch, which hauled in a line from the front of the ship and then tied it to a mast.",1,0,,1,,,,,,,,,,,,,,,,,,,,
1198,1,"Dear to whom this @MONTH1 concern I know everybody that dont uses computers are why are people effect by the computers. Well i think computer is better then newspaper, on news papers you could find the news, well of course but wheather, houses for sale, tv casting, jobs and others just the same way as @CAPS1 but instead it like virtual. It benefits society for certain reasons it depends. some times computerscan be a negative effects on people but it also teach people how to read, write, type, learn and other. What I about we can talk to others we can see pictures of people whom we no we can google into about things we need to no, it helps when they need to find they way around the mapquest. A negative issue with having computers with internet, certain websites that are not age able. Kids be on website thier parents dont bout, looking up with boys they meet over the @CAPS1, People dying making plans with someone the next day the person is gone missing. I think if experts take away computers must kids well be mad and upset and there will be nothing more to do but play video games and go outside and these are my opinions.",3,4,,7,,,,,,,,,,,,,,,,,,,,
15900,6,"The builders of the Empire State Building faced three main challenges while attempting to make the mooring mast accessible to derigibles. Most foreign derigibles still used hydrogen; a highly flammable gas. A fire on the streets of New York would be disastrous. There were also fierce, ever changing wind currents above the building. These winds would make the back of the dirigible ""swivel around and around the mooring mast."" @CAPS1, there was a law in place preventing dirigibles from flying too low when over urban areas. This law made it illegal for dirigibles to tether to the building or even approach it. Those three factors made the mooring mast ""neither practical nor safe.""",3,3,,3,,,,,,,,,,,,,,,,,,,,
88,1,"Dear Newspaper, ""@CAPS1 no!' I forgot the deffinition to this homework problem and I don’t have my notes. Now, in this situation a computer would be very helpful to just type in the word and get a whole bunch of results. This is why I believe having access to a computer at all times is very helpfull because you can find information that you've been needing. You can get in touch with a friend if you need to or just to talk to lostly if you are just sitting around and having nothing to do you can just go on the computer and discover things you @MONTH1 not have known. Having access to a computer is a real and very helpfull because if your just having a conversation with someone and you forget a name of an important fact you want to tell them, you can always just look it up. For me, a lot of the times I just need information about maybe a sports player of facts about a famous event. Since our technology is so up to date the computer is right there sitting with many of the helpfull facts we would like to know. Friends are a big part of my life and I love just to talk to them and see how they are doing. Again, our technology is so advanced now that there is a bunch of websites where we can talk and see how we are doing. A big reason why being able to talk to friends and family is helpful is for taking to people that are very far away and the ones you dont normally see. On a computer you can talk to people from not only all over the @CAPS2.S.A but even in other countrys! Finally, the times I find having a computer around me most helpfull is when I am just bored with nothing to do! I can just visit a whole bunch of educational websites on things I @MONTH1 have learned in school or wanted to learn. On the internet there are many things to keep you occupied like games or ou can even watch movies from your home onto the computer! If you have a computer around your house you should not be bored because there is many things you can be doing or even learning! Having a computer around your house is so helpfull, you can have fun but your even learning how to be good with technology at the same time. Computers are the future and its a good one. So I suggest you pick one up and just have a blast, you wont be sorry.",4,5,,9,,,,,,,,,,,,,,,,,,,,
18717,7,"Patience is a key role in life. If you are not paitent, you will live an unhappy life. Almost everything in life calls for patience. If you are not patient, you will most likely arrous something up like your job if you are not patient with your boss or co- workers. I often have a hard time being patient with my mom and dad. Sometimes I just can’t stand my parents anymore and I lose my temper and become impatient with them and that usually makes things worse for me. I do love my brother but he can get really annoying, like most little brothers and sisters do. When my brother gets on my nerves, I become very impatient with him. Sometimes I will get so mad and impatient with him I will just lose it and I always get in trouble when I beat on him and I would always end up being the bad guy because of my patience. Now that I am older and I realize how important it is to be patient with people, it makes life a whole lot easier and fun with the people. I’m around everyday and that is why when you are patient, you will get your way, but when you are impatient because you are trying to get yor way, it will never happen.",7,5,,12,,,0.0,2.0,2.0,3.0,,,1.0,1.0,1.0,2.0,,,,,,,,
