essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
664,1,"Technology has been growing and changing rapidly. Just look at apples new @CAPS1, a desent rized touch screen computer. Computers have been rapidly changing too. But I think that @CAPS2 need to cut down on the use of electronics. Being one the computer for a long time and large amount of time can damage your eyesight, give you arthrightus and takes time @CAPS5 of exersizing; one of the thing manhy @CAPS2 need to do. Many @CAPS2 have been spending has too long on the computer, although it can be very useful it can also be very damaging to your eyesight many people spent large amounts of time staring at the computer screen. If you stair at something for too long it can damage your eyesight and make it worse because your trying @CAPS5 your eye lens. Also the lighting from the computer is very hurtful to your eyes. The light coming on to your eyes is like staring at the sun but not quit as damaging. The sun will instatntly damage your eyes while overtime a computer slowly damges your eyesight. If your eyesight is already damaged a computer will worsen it. The more time spent on a computer the more you damage your vision. Since your eyes are already bad you might think ""well they can't get any worse."" @CAPS5 the truth is they can not only is the light and the amount of time spent during a being onthe computer damaging to people with @NUM1 vision but even more damaging to people without. can be genetic or common to people who constently their knuckles. It can also be common to people who spend exeessive amount of time on the computer. AIM is very popular to people of all ages. Its a way to instantly gossip or chat with freinds. But it takes alot of typing. Typing to long or to much can cause your fingers to lock up and it harder for your bones to move over your joints without pain. if this constenity happens to you you could be a canidat for arthrightus. No letting your fingers take a break can also be one of the reasons your fingers hurt, if you never let them take a break they can also lock up and it can be very painful. You should spend less time on the computer if you don't want artrightus. Because of all this new technology less @CAPS2 go outside and play or hit the gym and exersize. That @MONTH1 be way many @CAPS2 are over weight. Being on the computer for to long takes away time you could use to exersize or get some fresh air.",4,5,,9,,,,,,,,,,,,,,,,,,,,
16260,6,"In the excerpt from ""The Mooring Mast"", the author, Marcia Amidon Lüsted, is informant on the structural and natural obstacles faced by the builders of the Empire State Building. One obstacle faced by the builders was involved with the structure of the building. The issue was that a moored dirigible, or blimp, would add a significant amount of stress to the building's frame. To fix this problem, the ""frame of the Empire State Building would have to be modified and strengthened."" Another obstacle faced by the builders involved nature. The winds on top of the building were violent and often shifted directions. This hindered the ability of a dirigible to moor on top of the building and remained a problem. The final obstacle faced was a restriction on the flight of airships over urban areas. This restriction made it impossible for dirigibles to moor on top of the Empire State Building. The excerpt explains the structural and natural obstacles faced by the builders.",4,3,,4,,,,,,,,,,,,,,,,,,,,
4602,2,"How many of you out there absolutely love to read? Well, im going to be the first to confess that I do not prefer reading. Meanwhile, whether or not I prefer or differ readings of all types, I despise of any negative books. Censoring books is very important in today's lifestyle. One can make an inference by looking at the cover of a book. The cover oftens creates a vivid image and will usually promote a general idea. Let's look at some reasons why I feel that graphic or offensive books should be removed from book shelves.          What about the younger children who like to read? Although kids have a wild imaginaion, authors should't fill their heads with too many crazy ideas. First of all, kids now days either grab a book from the shelf and show interest very quickly, or automatically assume it's not for them. Furthermore, when a kid comes across a very offensive book it could hurt there feelings. Books are supposed to provide eductional information or be entertaining. They should not be dirty, nor discouraging towards certain people.           More importantly, how many different races are there here in @LOCATION1, or even all around the world? Many different races take interest in new books to learn new ways. When they come across books that are not teaching for all races or are actknowledging bad examples on thier kind, they feel discouraged. Whether it's a movie, magazine, books, or even a song, never should it be offensive towards anyone. When authors, publishers, song writers, or movie producers release these items, they do not think of the surroundings. Thier main concept is to entertain, but sometimes entertainment can be quite bashful.           Most importantly, if it contains sexual gestures it should be removed without debate. It's offensive to parents with young children who visit libraries. A public library which is open to all, should have sections for books, movies, cd's or magazines that are too vivid. There's a wide range of books laying around and one @MONTH1 come across one that is strongly offensive. I believe they should have a word in whether or not the book belongs on the shelf or not. I've not experienced it yet, but believe me it could happen anytime in our world today. If i was a parent I wouldn't encourage sexual magazines or books being shown at a public library.      Finally, during this debate older or more dirty minded people will counterargue this topic. Who says children should be allowed in the adult sections? Why are the discouraged people reading books that are setting bad examples? Those are some of the questions you will here for those who counter what I've written today. Adults should be allowed there own personal section for adultlike books, movies, or magazines. Kids under age should stick to searching for books in areas or fields that will provide interest for them.      In conclusion, those who counterargue could be on the winning side, however I still believe offensive books should be removed from shelves. Book lovers all around the world want enteratinment, but in good ways. The younger children of our time right now need to be influenced the proper way. Furthermore, there is no better way to help improve society than by removing offensive and noninfluential books from libraries. Lets make an inference and say, if we work to remove these offensive books, younger children will become more educated.",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,
12,1,Dear @CAPS1 @CAPS2 I feel that computers do take away from peoples life and aren’t as important than the other factors of life. First of all you know that the world is becoming obease because of lack of exercise. Also people don't realize that @CAPS3 warming is becomeing a big problum. Finally familys arn't as close as they used to be. these are all the reasons why computers arn't important to human socioty. First of the world is becomeing obease and cumputers play a huge part in this. Computers don't make people exercise they basicly just sit down on there couch and use the computer this won't help amarica get back into shape. Also computers become a habbit if a person uses a computer everyday of there life it will become an addiction then they won't be able to stop. Finally when people use the computer they don't realize the lack exersise there getting. This is the first reason why computeres are a bad thing. Next @CAPS3 warming is mealting the polar ice caps. Computers play a part in @CAPS3 warming because they use electricty and thjen the electrisity melts the polar ice caps. If this keeps happining then they will all melt and we will not have a shorline and half of the world will be fluded. Finally computers play a huge part in @CAPS3 warming because of the fact that they are so popular. This is another reason why computers are bad. Finally the last reason why computers are bad is because they take away from your family life. For instance there are more and more familys splitting up now and sientest sat that @PERCENT1 of the time it's because of technolagy. When on peroson is on the computer the other people feel that they love the computer more than they love themselfs. Then they split up for good. This is the last reason why I feel computers are bad. In conclution you can see that computeres are a bad thing. First of all you can see that amarica is becomeing obease because of the computers. Also computers are causeing @CAPS3 warming and are eventually goung to flood the earth. And last but not least computers take away from peoples family life and cause them to split up and become unhappy. These are all the reasons why computers are bad.,4,4,,8,,,,,,,,,,,,,,,,,,,,
18368,7,Once apani time there were to kids one was name @CAPS1 he wasn’t patience at all. The other kid was name @PERSON1 he be was patience. They went for a walk in the woods and get lost @CAPS1 would not stop complaining. @PERSON1 told him stop complaining @CAPS3 @CAPS1 didn’t until he say a hunted house @CAPS1 told @PERSON2 want to go inside with him. @CAPS3 @PERSON1 didn’t want to go in so @CAPS1 went in and act like he got hurt so @PERSON1 ran in there the dorslamd shut and the door nob feel off. They were scared it was dark. Then the light came on. @CAPS1 said lets get at of here! @PERSON1 said how the door nob fell off. @CAPS1 said I don’t know they ran though the house there wore no other door or windows the were terrify then a ghost was coming at them and he said happy @CAPS7 it was there dad he built the house for them and said all you had to do is push the door open. and they all went home. the end,7,8,,15,,,2.0,2.0,2.0,1.0,,,2.0,2.0,2.0,2.0,,,,,,,,
4213,2,"Culture and history are two very important aspects of the world. Liraries are placs that house these very things for the enjoyment of all who visit them. This is why i believe libraries should not censor any of their materials. Learning has always been and will be a key aspect of living and libraies offer this to people freely! How can one take that freedom away from another?    Not all things in the world and history are perfect and have occured in the ideal way. However, subjects such as slavery, the @CAPS1, and other controversial topics must be known about. These horrible happenings @MONTH1 offend some but they cannot be erased from the past. Learning is natural to humans yet we always try to fight it. It is not right to hide the truth.    Some people are easily offended and some are not. But the true question is,'who is to say what is offensive?'. There are people who believe that discussing @CAPS2 in the christian religion is offnsive and others who believe any type of homosexuality is also. Yet there are still others whose believes directly contradict these. Libraries must maintain all types of material becuase their purpose is to hold knowledge and not just what people want to know.    How can we make better decisions in the future if we do not recognize what has occured in the past? Removing information from the library because it is offensive is essentially depriving people solutions to problems. All aspects of culture and history should be preserved so that we can know where we came from, the mistakes we made, and how we plan to fix our new ones! History has never been in the control of man.    In conclusion, libraries should not censor any of their materials. What has happened in the past cannot be changed or altered to fit our ideal visions. And by doing this we deprive future generations of information that could potentially be useful. We must never forget who we are as a people, and where we came from. Our knowledge and ability to learn is our greatest asset and must be treasured.",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,
9039,4,"The last sentence of a story is usually the most meaningfull. I believe the author ended the story this way for many reasons. For example, I think the author did this to leave the reader with a strong sense of determination. The story quotes, “I will take that test again.” By use of the word will, the author shows the girls determination. She didn’t say she would try to, she said she will, without a doubt. I also think the author ended this way to emphasize the theme of new begginigs. The story quotes, “when they come back... in the spring... I will take that test again. This shows that in spring, the new begginig of life she will take the test. This is why I believe the author ended the story this way.",2,2,,2,,,,,,,,,,,,,,,,,,,,
1527,1,"Dear @CAPS1 @CAPS2 @CAPS3, @CAPS4 many people think comptuers are bad there are many reasons as to why they are good. Computers are very environmental friendly and so are @PERCENT1 @DATE1 people today. They also allow us to type assignments and other important papers. People also don't know that they are not the worst @ORGANIZATION1 on the market today. Computers @MONTH1 take away time from people that they should be spending on excersice, but computers arent the only thing that do that more people spend time watching @CAPS5 then they do on any other activity, @PERSON2 head @DATE1 @ORGANIZATION1 conducted a survey in @DATE1. His survey showed that out @DATE1 the @NUM1 people questioned @PERCENT2 spent @NUM2 hours a day watching @CAPS5, @PERCENT3 spent @NUM3 hours on the computer, @PERCENT4 spent @NUM4 hours reading and @PERCENT5 spent @NUM4 hours excersising. So clearly computers are not our biggest problem. Many people today are ""@CAPS7"" or ""@CAPS8-environment"". So instead @DATE1 buying newspapers or magazines most people go online to research current events. @PERSON1, @CAPS9 @DATE1 the @ORGANIZATION2. Says if we use comptuers instead @DATE1 newspapers @PERCENT6 @DATE1 the trees we cut down each year will be save. So obviously computers are environment friendly. Todays youth is messier than it ever was. @CAPS10 are having a hard time grading papers and tests because @DATE1 kids hand writting. So instead @DATE1 handwritting papers, kids make it easier on @CAPS10 by typing their work. Rescent studies show that @PERCENT7 @DATE1 @CAPS10 find it easier + better for kids to type papers. This shows kids are better off typing papers, and assignments. I hope you now understand my position on computers. The help us in many other ways too. In conclusion, they are not as time-consuming as every one @MONTH1 think. They also help us with research, are enviromental-friendly, and help the youth @DATE1 our world become neater one click at a time.",5,5,,10,,,,,,,,,,,,,,,,,,,,
15333,6,"The builders of the Empire State building faced obstacles in allowing dirigibles to dock there. Wind caused a great problem in the docking of the dirigibles ""The body of the dirigible could swing in the breeze"" (para 6). The swinging of the dirigibles body would cause pulling on the building that the building's current frame wouldn't be able to support. ""The stress of the dirigible's load and wind pressure would have to be transmitted all the way to the buildings foundation, which was nearly eleven hundred feet below"" (para @NUM1). The builders of the Empire State Building now had to strengthen and modify the building's frame to suit the stress of the dirigibles' loads Another obstacle that the builders of the building faced was the framing of the mast. The roof had to be completed before the mast's framing could take place. The workers had to work for another two monts after the building was already complete due to Al Smith's idea of allowing dirigibles to dock on the Empire State Building. The builders worked hard to suit the new building for the docking of dirigibles. Unfortunately their work was for nothing.",3,3,,3,,,,,,,,,,,,,,,,,,,,
12693,5,"The mood created by the @CAPS1 is friendship and love. When the @CAPS1's parents moved to the United States, They created a traditional home. The hard being the kitchen. ""Passionate Cuban music filled the air, mixing with the aromas of the kitchen."" In the kitchen celebrations, childhood, Friends and family formed the backdrop to their life. The @CAPS1 learned that '""family"" had nothing to do with being a blood relative.' The neighborhood the @CAPS1 lived in is made up of many different cultures but they blend with each other to form a small comunity of honest, hard-working immigrants who help others when they themselves are in need. ""My parent's always kept their arms and their door open to the many people we consider family."" The many immigrants gave up their lives in cuba to move to the US to make a better life for their children even though they did not know the language or culture. The @CAPS1 will always be thankful to her parents for that reason. There is no way to show her thanks for her parents love and sacrifice that they showed to her when she was just a child, and showing her the importance of family and friends. The @CAPS1 states ""I will never forget how my parents turned the simple house into a home."" They didn't just change it, they did it through love and friendship.",4,3,,4,,,,,,,,,,,,,,,,,,,,
829,1,"Computers are an amazing technology to life. It'@CAPS1 amazing because the computer helps lots of people and jobs. The people it helps are kids in school to look up an area they need to find for a question on a worksheet. Also the jobs it helps us the police, @CAPS1.W.A.T and the @ORGANIZATION1. It helps the police and @CAPS1.W.A.T to find where people are and where they'll be. The @ORGANIZATION1 uses computers to locate where they will attack or defend. if it wasn't for computers we wouldn't of found @CAPS3 @CAPS4. The bad thing about computers are hackers and people that wont get off their computers. They are obssesed with the computer and they are so obssesed they sleep with the computer. That'@CAPS1 the parents fault. Those are the only bad things about computers. They get people fat an lazy because they only want to be on the computer. The computer also has good ways to reconnect with family and friends over the years you haven't seen them. The computer controlls lots of things like the nuclear bomb, security, secret-files, satalites, all of @CAPS5.A.@CAPS1.A. and more. They control life in the major part. People shouldn't be concerned about kids that sit there next to a computer all day because it'@CAPS1 the person'@CAPS1 fault, they ruined their lifes and the parent'@CAPS1 fault manly for not controlling their kid with staying away from the computer or the parents not signing them up for any sport. It ruines their life by having no friends at school an all they do is go straight for the computer. It'@CAPS1 an ashame to the father that use to be the cool kid, make fun of the nerds and get into fights every month. Then the father looks at his son an relises his son is a nerd and lives by a computer, then the father tryes to help the son and somewhat works out. Then the father keeps trying, thats good parenting to try to step it right when the child starts to go straight to the computer. Not the other parents that let their son/daughter only use the computer. Those are my opinions on computers of the good an bad ideas.",4,4,,8,,,,,,,,,,,,,,,,,,,,
14949,6,Based on the excerpt I just read these are some of the obstacles that the @ORGANIZATION1 one of the obstacles was the balloon becuz it had hellem and it was also flame abou. The secton obstacles is that you cantroll the balloon and the threed obstacles The Empire State Building had was a flat roof. and these are the obstacles that the @ORGANIZATION1.,1,1,,1,,,,,,,,,,,,,,,,,,,,
18515,7,"@PERSON1 and his dad were planning on going fishing on that @DATE1 @TIME1. They got everything they needed fishing pots. Tackle box, fishing nets, bait, and lunch. They drove down to the lake, got into their small rowboat and were off. @PERSON1's dad was the first to catch something. He caught a ten inch small mouth bass. It was too small so he threw it back and continued fishing. The lake was quiet today. There was a small breeze in the @DATE2 air. The sun was up but it was still a little cold. The sat there quietly, patiently. @PERSON1's dad got another pull on his line. He quickly reeled it in. this time he caught a twenty inch pike. Another one too small so he threw it back. ''The fish are really biting today hu?'' said his dad. But the truth was they had been out there for an hour and @PERSON1 hadn't gotten a bite. They fished for another hour or so before taking a break to eat lunch. They just brought sand wiches, chips, and a few waters. When they were done eating they went back to fishing. @PERSON1 casted his line as far as he could get it to go. He sat and waited for about twenty minutes when he finally got a tug on his line. ''I got one. I got one,'' he told his dad trying to reel his line in as fast as could. When he got it in the boat, they measured it. @PERSON1 caught a fourteen inch largemouth bass. ''@CAPS1 like you caught dinner for tonight ''. Said his dad. They stayed out about twenty more minutes then went in with a fish dinner @PERSON1's patients caught him a good fish.",12,12,,24,,,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,,,,,,,
4363,2,"have you ever think about why teenagers are changing each day? sometimes parents don't pay attention why is that happening, because they think their kids are wroging up or because they need more freedom or even because they need more time.  when the time pass they stop and think what happend to my kids why are they changing to much? but they don't know why we bahave like that. you have ti stop that, because we are changing because of what we see on magazines, movies, and books, and also music; sometimes music have offensive words that we learn.                but also music, books,magazines, and movies are good, but when they don't have offensive words or bad things in it. sometimes they affect us in a good way but the majory of the time they affect us in a bad way because we learn bad things. sometimes little kids read books whit bad and offensive words.          i remember when my friend and I were @NUM1 years old she started reading books with offensive words, and her mom got mad at her. after that she started insulting her mom and calling her names and her mom was feeling bad, but she didn't know why her doughter was acting bad. the next day i went to their house and i told her mom that she was reading bad books and watching movies with offensive words, and i told her mom where she was hiding all thoes books and movies.        when she got home i was there and her mom had all the books and movies on her hand and she give me a bad look and she told me that i was a bad friend because i told her mom, i started crying becuase she make me feel bad but she didn't know that i was doing it for her on good.           before i move to the @LOCATION1 she went to my home and she said 'I am sorry because i treated you like that', and i told her that i did it because i loved her and because she was like my sister since we were little. we started crying; now we still best friends. this days, little kids now everything and it is because of what they watch and see.            you can help us by taking all of the bad words and offensive words of the books, movies, and magazines. help us to became someone important in life.",3,3,,3,2.0,2.0,,,,,,,,,,,,,,,,,,
9893,4,"By ending the story in the way the author has in the short story “winter Hibiscus,“ the author provides a sympathetic understanding for the reader of seang at her struggle to live in another country & her sadness of wishing to be back home. I think the author was attempting to end the story with a strong feeling for a strong note of Saeng's personality to draw the reader back into what they had just read. For example, by repeating statement on the test saying “ I will take that test again,” the author gives us that understanding that Saeng has not given up & lets the reader know she will stand & live strong.",2,2,,2,,,,,,,,,,,,,,,,,,,,
3182,2,"There are many diffrent people in this world, who have many diffrent oppions about books, music, movies, magazines, etc., @CAPS1 because one person dose not perticualy like horor movies, that dose not mean that movies stores should remove horor films from there shelves. as creepy as it @MONTH1 sound. there are many people in the world who are slasher film freeks. the live and breath scarry movies. I myself like @CAPS1 about eveything out there. i will read any book of listen to any type of music, it actualy widens my taste in certain materials. i feel like everyone should try new things. Say growing up your favorite books were @CAPS2 The @CAPS3. and you would like to shaire your childhood stories with your children. BUT @CAPS4, books stores took @CAPS2 The @CAPS3 off of their shelves because a tiger and a pig could never be friends. This is nonsince. many people like many diffrent things.there is no reason to only sell what you like. otherwise your busines will fail.",2,2,,2,2.0,2.0,,,,,,,,,,,,,,,,,,
3179,2,"Do you believe that certian materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? No, no i do not. it is one thing to censor a book or movie, but to completley remove it is another. I feel like authors, artists, musicians, and writers should have the freedom to write and say what they want. Regardless of who is reading it.     I feel like censorship is wrong. Authors should be able to feel free to express there thoughts and feelings about a subject or topic in any way they like. some times storys cannot be explained or told the way it needs to be without certain words. Wether those words be good or bad i feel like with out them the book that is being read is not all of what it could of been. in my oppionion censorship takes away from certain values or qualitys the book could of had with the original context still in it. and to me that is not fair. its not fair to the author. and is most certainly not fair to the reader who is reading the book.     I know from my personal expierences with reading books that 'yes' i have read books that have had bad language in them. but just because a book has one or two bad words in it does not mean that it should be completley taken off the shelf. For example the book '@CAPS1' @CAPS2: @PERSON1 was an amazing book. I probably enjoyed that book more than i have any other book that i have ever read in my entire life. But that book would not be nearly as good as it was with it being scensored or taken off the shelf for that matter.     All i am trying to get at is that good books with bad language should not be censored just because of some of the words it has in it. because that is getting away from what the over all message is about. Your almost taking the words out of context when you do this. Do i believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelf if they are found offensive? No i do not. Neither should you",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,
13217,5,"The author of the memoir created the mood very well. The mood in the memoir was very warm and happy. There were many ways the author created the mood. One way he created it was by saying that at that time, overt racism was the norm and segregation prevailed in the United States. And then he said his neighborhood was made up of Spanish, Cuban, and Italian immigrants and despite the different customs all of these cultures came together in great solidarity and friendship.Another way the author created the mood was by telling us how caring his parents were. He does this when he tells us about how when ever someone was in need, they would let them stay at their house.'""The next way the author creates the mood is when he says my parents always kept their arms and their door open to the many people we consider family, knowing that they would do the same for us.Those are some ways the author created the mood in the story.",3,3,,3,,,,,,,,,,,,,,,,,,,,
