essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
354,1,"Dear local Newspaper, @CAPS1 the years computers has been a great invention. It helped people learn more information, communicate with people, and @CAPS6 invent more technology. This is a positive effect for our country. let me excplain. Computers is a positive affect for our country because it helps us find information for school and for location were to go. The computer helps me find information for my science project faster than going to the library and looking up information on a book."" @CAPS2 @PERSON1 in @NUM1 grade. In case we get lost on the roads the computer can @CAPS6 us get to out location. Another reason why computers is a positive affect to our country is because it can @CAPS6 us communicate with our friends and family.""@CAPS3 I cant contact my mom I email her on my computer."" @CAPS2 @PERSON2. Also most of kids parents can contact their teacher and email them to see how they are doing. The last reason why computers is a positive affect to our country is because it can @CAPS6 us invent diffrent things. Scientist can easily invent more kinds of technology by using the computers."" The computer has helped us first make a model of our invention then we start making the details."" @CAPS4 @CAPS5. @CAPS1 the years computers helped us with almost everything. Conclusion the computer @CAPS6 us with our search for information, @CAPS6 contact people, and @CAPS6 make new inventions. This has also helped us in wars. We should let the computers be in the @LOCATION1",4,4,,8,,,,,,,,,,,,,,,,,,,,
16312,6,Some of the obstacles the builders of the empire State building faced in attempting to allow dirigibles to dock there- are The Steel frame of the empire State building would have to be modified and strengthened to accommodate this new situation. over sixty thousand dollars' worth of modifications had to be made to the buildings frame work. Another obstacle that they faced is that dirigibles could not moor at the Empire State Building was an existing law against airships flying to low over suburban areas. The greatest obstacle is the violent air currents would make the back of the Ship swivel around the mooring mast.,3,3,,3,,,,,,,,,,,,,,,,,,,,
3005,2,I think if people find books offensive they should not even read that book to begin with. If books are found offensive and taken from shelves then book shelves would be emtpy. Then their would nothing left for people to read.     Some of the greatest authors use offensive words in their books take them off th shelves and you will be getting rid of the greatest material. @PERSON1 @CAPS1 for example in the book '@CAPS2' its offensive to gays and one gets killed.,2,2,,2,2.0,2.0,,,,,,,,,,,,,,,,,,
9825,4,The author includes this  because he’s using metaphors to explain how the author felt about Saeng’s personal life is,0,0,,0,,,,,,,,,,,,,,,,,,,,
9284,4,Honestly I'm not quite sure. Maybe because she fees assured now. Maybe its a mental trial we all must face. Maybe the geese returning and the plant budding is a metaphoric test too.,1,1,,1,,,,,,,,,,,,,,,,,,,,
21594,8,"      It was midsummer, and i could feel the cool ocean breeze washing over my skin. You would think everything would be calm, but it was the exact oppasite.I wouldnt talk to him or even look at him. He was trying so hard to get me to laugh but i just couldnt. I was so furious with him that i thought nothing between us would ever bee the same again. I thought that our three months together was up, and it scared me so much. He left for his trip the next day, and he left without saying a word.       I cried myself to sleep for a week. I knew he was back in town already, but he hadent called or said anything to me. After weeks of wondering and waiting, i could feel th at it was over. I talked to my sister and she told me that he would come around again and i had to be patient. I tried to take her words in my heart and i wanted to believe that it was true. I called his house everynight, but everynight i got the same answer, ""he's not home, but i'll let him know you called"". i wanted to believe that i would hear from him, so to pass the time i kept my self busy with cleaning and going out with my family. A couple of day's of not thinking and worrying about him did me good. I was smiling and laughing again. I felt like i could begin to breath a little and have fun. My sister's advice ended up working cos a week later he called me and told me that he wanted to see me. I told him he could come by @DATE1 and that i was very excited to see him again. The call ended and i was smiling from ear to ear.            The next couple of day's i was in a complete fenzy, getting everything clean, figuring out what i was going to wear. Everyone thought i was going crazy, but the truth is that i was scared. Scared of what he will say to me, and were we would go from here. Th days seemed to fly by and the next thing i knew, he was knocking on my door. I let him in and he took my by surprise with a big hug. We sepnt hours jsut talking and listening to music. It was as if nothing had ever changed. Before we knew it it was dark out and he was leaving. I walked him to the front of my trailer park, and he sat me down on the side walk and took my hand's. I was shocked and didnt know what to do but listen. He told me that he was sorry for the way he acted and that tonight he realized how much he wanted to be with me, and that he was completely in love with me. I couldnt do anything except cry and laugh at the same time, and soon enough he was laughing with me. I couldnt have asked for a more perfect moment.      It's been six months since @TIME1. We are better than ever becuase we have the laughter. It's what help's keep our relationship solid, and it keep's us close. Everyone need's a little laughter in there life. Im glad that i found someone special enough to always keep me laughing. It's like we never stopped. If you ever feel hopeless and like there's nothing for you. Remember to laugh, it's what makes the world go round.",17,15,,32,,,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,
10488,4,"The author concludes the story with this paragraph because the paragraph is about how the snow melts and the greenery returns, like a rebirth. This similizes his renew motivation to take the test again. This really shows how close he is to nature and the affect that his exposure to it has had on him over the years.",1,1,,1,,,,,,,,,,,,,,,,,,,,
13247,5,The @CAPS1 created a warm and welcoming feeling. They explained they're Parents troubles in the past and how they over came them. This shows courage. They describe their heritage and culture which shows confidence and honor. The @CAPS1 did a great @CAPS2 creating a comforting feeling.,1,1,,1,,,,,,,,,,,,,,,,,,,,
18682,7,"Patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. There was a time when I was patient. Being patient is difficult to do @CAPS11 I did it before. “@CAPS1 @CAPS3 @CAPS2, this isn’t even moving.” @CAPS3 brother and @CAPS3 broter obvousilly wasn’t being patient. Hello, @CAPS13 me mame, I mean man, can you walk any shower? “@CAPS4, I can if you want me to.” A nice man said in a kind friendly voice to @CAPS5.” @CAPS6, are you that dumb, I wasn’t for real. I m cut you just because of your stupuidity .” @CAPS5 said, trying to act all tough. @CAPS5 was only a year older than me (@NUM1) and he thinks he’s all big and can di anything he wants. “@CAPS8, little man you can’t cut me, I was waiting in line forever.: that nice man said to @CAPS5. “ well , too bad .” while @CAPS3 brother was  making eniesnes, was waiting patiently in line even though the line wasn’t really moving, inside I wanted to out every one @CAPS11 not like some people I have patients and can wait. After @CAPS3 brother cut that man and didn’t get punished he decided to cut hundreds of people. All those people were mad, very very mad at @CAPS5 @CAPS11 not one did anything besides say,” @CAPS8 don’t cut me.” @CAPS11 that didn’t’ really help. Intill @CAPS5 cutted the @CAPS15 person. That person was a young pretty body with beautiful blue eyes and has such pretty blond hair, her name was @PERSON1  “@CAPS13 me police man, this  young , little boy just cutter we and every one else. “@PERSON1 said. While I was waiting there patiently, @CAPS5 got kicked out of the whole park’ @CAPS15 in line please, “  “ @CAPS1 that’s me …. Won.Were “was the best roller coaster I had ever been on. Being patient is hard @CAPS11 can be rewarding. I also learned to be patient takes a lot of understanding and tolerant. Now, @CAPS16 know you get the best when your patient. And the worst when your not.",11,11,,22,,,3.0,3.0,3.0,2.0,,,3.0,3.0,3.0,2.0,,,,,,,,
19298,7,Patience it take a lot to have patience. One time my sister was trying to hate me but I didn’t let her get to me @CAPS1 I have patience @CAPS2 I get made so I’m watching tv she standing the task @CAPS3 can you move off infront of the tv and she moved she sat by me and keep on touch me it didn’t bother me at all she asked me over and over “@CAPS4 I’m @CAPS5 you” I said ‘@CAPS6’ I going to antil I make made I said so you don’t bother me at get out my face @CAPS2 I really get mad so she tried her best by trying to ripup my home work so I said I don’t care she had a smart comment whatever and I keep watching tv so I was so patient with her she said im  go make mad so I ignored her she got mad and kept saying do you hear me I just walked outside and and said  to myself I cant go let her get to me @CAPS1 we mite end up fighting I went  back in the house and sat down and I told her you cant make me mad so you might won’t to stop so she said girl whatever and I was so ready to say something but I wasn’t go give her nothing to feed off.,6,7,,13,,,2.0,2.0,1.0,1.0,,,2.0,2.0,1.0,2.0,,,,,,,,
19048,7,"I was patient in a plane ride going to @LOCATION1. All I did was stare at towers and buildings as I possed exit them. I was also patient when my little brother. Much got a fly shot and I had to wait in the lobby. The biggets time I’ve ever been patient was with my brother and him going through my patient, breaking all my stuff, biting me with his toys and his constant whining or crying over stuff that he wants.",5,4,,9,,,0.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,
12884,5,"The mood the author Narciso Rodriguez, creates in this memoir is a very apreciative and thankful tone. In this memoir is expressing how thankful he is for his parents moving to @LOCATION1 to give him a better life. He shows apreciation to them for their selfless and brave deeds. At one point in this memoir he says to his parents that what they did was a much more courageous thing the he could have ever done. He tells his parents this to let them know how brave he thinks they are.",2,2,,2,,,,,,,,,,,,,,,,,,,,
12950,5,"The @CAPS1 created by the @CAPS2 in @CAPS3 like in @CAPS4 @NUM1 it sAys that My Mother And My fAther hAd to come to this country with Such courAge, without Any knowledge of the lAnguAge or the culture they cAme selflessly, As MAny immigrants do, to give their children A better life, even though it Meant leaving behind their families, friends, And careers in the country they loved.",1,1,,1,,,,,,,,,,,,,,,,,,,,
3355,2,"I don't believe any of those materials are offensive if found in a library. But if the childrens look somewhere else to find those things then they will find them anytime. The offensive materials are out there to be pick up by some people including children.     The books aren't offensive only if found in the adult area. If so found there the children would'nt read it because it's too long for them and the book doesn't have any pictures in the book. Music is offensive but like I said only found in the adult area. Kids aren' interesting in music at that ageso they would'nt bother to see them. Movies and Magazines have offensive things in it and can be found any where, but found in a library is gonna be rare. The only thing you will find in a library that is offensive is gonna be a magazine.they make a bunch of different type of them, and can be found anywhere.     To explain the offensive, and the none offensive books that are out there. I'm gonna talk about '@CAPS1 @CAPS2.' @CAPS3 book has a lot of bad words, sexual scenes, drugs, gang violence, racism. @CAPS3 book is so offensive that the childrens parents would'nt let them read it, but @CAPS3 book is based on a true story. Everything that happened in that book was real, and people need to know what happened and why were the people in that story doing those things. Some books @MONTH1 be offensive but you can learn from others mistake by reading that book.     Everything @MONTH1 be offensive to you in one way, but looking from the other point of view it's a learning experience. People that made those mistake could tell the childrens that those stuff aren't wroth it. Everything has it's purpose. The books can tell you the story of peoples life, and the movies are based from the story and instead you can watch it. Music can tell you the life of people by poetry. Magazines really dont have a point their just there to gossip",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,
18376,7,"“Are the here yet?” I said as I pased back and forth. “Patience, it takes a while to get from the locker from all the way down here,” said @CAPS1 “@CAPS2! @CAPS6 on the camera!” “@CAPS3 got him!” said @PERSON1 “@CAPS4’s right behind us.” “@CAPS5 funny guys! You guys better give me back my clothes or I swearI ll @CAPS6 off the camera!” yelled @CAPS7 as @CAPS4 atempted to grab his clothes… and missed. “@CAPS8! My patience has run out @CAPS7!” I said taking another picture “@CAPS10 I think @CAPS3 should put this up on the internet.” I continued “@CAPS11! You can @CAPS5 put this on the internet!” “so your going to stop picking on us?” I asked “@CAPS8!” @CAPS4 said , “@CAPS13, then I’ll just zoom in right here.” “@CAPS13!” @CAPS4 screamed as his towel fell off. So to show the little respect @CAPS3 had for him, @CAPS3 gave hime his clothes, turned around, and walked away.",8,5,,13,,,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,
12799,5,Though out this story there is a certain @CAPS1 of @CAPS2. like how these people got there dream home and this was it. How there Parents Came to this country not knowing the language or have a good edication but Still becoming succesful and living in this house. Where these people learned to love. and the best part having family near by.,2,1,,2,,,,,,,,,,,,,,,,,,,,
10266,4,"The story was about a girl walking home after failing her driving test and breaking down about her “home” where she no longer lived. After she had broke down, bought the plant, and learned to actually accept the fact that she no longer lived in Vietnam and accepting that she had failed her driving test, she realized that she just has to learn to like it. She also learned that her time will come and she will one day be driving. The reason why the auethor concluded the story with this paragraph is because this is the conclusion of the story. this is where one realizes the important things.",1,2,,2,,,,,,,,,,,,,,,,,,,,
13282,5,"Home: The Blueprints to Our Lives is a wonderfull memoir that tells what a ""home"" is truly about. It has a loveing and careing mood to with that shows that very thing.     Love is what the author, Narciso Rodriguez likes the most about his home. He talks about how he grew up and his parents took people in that needed support and helped them out.      Going on to talk about how his parents cared about him for them to come to @LOCATION1 for him, to get and have a good education and a better life. This is something that takes a couragous person to do and a person that loves and cares and wants the best for others. Because family sets of mood and that is love and careness.",2,3,,3,,,,,,,,,,,,,,,,,,,,
19202,7,"I am patient. Even though I hate being patient, I can usually tolerate it. Like when I was @NUM1 and there was no school because of so much snow, my mom had to go to a meeting out of town so she took me to my dad’s house. She forgot that he had to work @DATE1 from @NUM2 am to @NUM3 pm. It was too late. I had to go to work with my dad. He was and still is the manager of autozone. So I stayed back in this little office (which I @MONTH1 add has never changed, even @NUM4 years later.) and I was going to have to be patient. REALLY patient. My mom had brought this doodle thing so I could draw, which only kept me occupied for an hour. Then I had to just walk around doing nothing. that is until I found @NUM5 employees doing inventory. Hehe, they had these carts that had a top surface and a bottom surface. I shuck onto the bottom surface and held on. They pushed me around the store without even knowing it! I did that for about @NUM5 hours and still had almost @NUM1 hours to kill. I found this old coloring book lying in the girls bathroom. If it were me now I would @CAPS1 have touched it. But I did. I was only @NUM1! I don’t really remember all I did after that but I know that it was so boring because it’s implanted to my brain. Is there ever a time when patience is fun??",12,12,,24,,,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,,,,,,,
9716,4,"“When they come back, Saeng vowed silently to herself ,in the spring ,when snows melt and geese return and  this hibiscus is budding ,then I will take the test again” . The author concludes the story with this paragraph because this makes you think about the story after your done reading it.",0,0,,0,,,,,,,,,,,,,,,,,,,,
7314,3,"Heat, dessert, humidity – all are things that affect the cyclist as on his journey. First, heat because the heat is making him thirsty for water @CAPS1 he is running row on. For example, the narrator describes, “… water bottles only had a few tantalizing sips.” This means that the day is hot and running out of water. Second, dessert because the narrator is the only one around and deserts are usually diserted. For example the narrator exclaims “There was no one in sight, not a building, car, structure of any kind.” @CAPS1 clearly states that he could be in a dessert where no one wants to be. Lastly, humidity, because it can be hot but then the humidity comes into plan and makes the sky more dry and seen hotter than it usually is. This is why heat, dessert, and humidity all are things that affect the cyclist as he is on a journey.",2,2,,2,,,,,,,,,,,,,,,,,,,,
7587,3,"The features of the settings effects the cyclist by many reasons such as; dehydration, the road my cause bike to stop working. Since there is a lack of water in the dessert it seems, the guy could get dehydrated easily. The intense heat can cause that to. The road that he is riding on my cause the tires to pop.",1,1,,1,,,,,,,,,,,,,,,,,,,,
