essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
6881,3,"In the story “Do Not Exceed Posted Speed Limit” the setting affects the cyclist in many ways. The speaker tells us that he’s riding his bike in the middle of the desert in June. This shows the author is probably very hot. The author tells us that the road turned into hills and bumps. This would make it more difficult for the author because he would have to use more energy to move up the hill. And lastly, the cyclist tells us that the “towns” he came to were abandoned and uncared for. This would not be good for the cyclist because he would be able to get water for his trip.",2,2,,2,,,,,,,,,,,,,,,,,,,,
4401,2,"Censorship, or the ability to control what is seen or heard, is a term that is taken very differently from one person to the next. Music, if it is found offensive or inappropriate, can be consored or even banned from listening. Some magazines that are found at grocery stores, libraries, and sometimes even airports, have @ORGANIZATION1 covers on the front to visually censor the front page of the magazine. Movies are given ratings based on their level of explicit material, and when shown on basic cable, they sometimes can have either silenced words, or more appropriate words brought in to fit the dialougue in the movie. Books, although very rarely, have been banned from libraries and censored from the entire world. Some books have been previously censored, but became uncensored and brought back to libraries. In my opinion, censorship should not be based on a single person's view of the material, but rather on the viewpoint of the public. Growing up, my parents would watch carefully about what shows I watched, what music I listened to, or the types of magazines that i looked at.     When I was growing up, I loved to watch professional wrestling. I loved to watch big scary guys as tall as seven feet hitting each other with steel chairs, crashing each other into tables, or throwing each other off of twenty-foot steel cages. My brother and I used to have a favorite wrestler that we would for every week, @PERSON1 @CAPS1 could freighten any other wrestler who stood in his way. My brother and I loved to watch @PERSON1 @CAPS1 compete every week for a chance at a world chamionship belt. As time passed, professional wrestling began to welcome in beautiful women into their business. These women would come out onto the ring with tight, shiny, lingerie on as they became eye-candy for the men who watched professional wrestling. One day, I'm watching two girls fighting in a match when my mom walks in. She takes one look at the half-naked girls fighting each other and turns off the @CAPS3 and declares that professional wrestling is too adult for me. Even though I was twelve at the time, I didn't want to get in an argument with my mom about how much I should be allowed to see. Censorship can be based on the ideas and viewpoints of the parents and guardians.     I was in grade school when I fell in love with the show, '@CAPS4 @CAPS5 @CAPS6.' @CAPS7 is a show about four boys who go on unintentional adventures to save their @CAPS4 @CAPS5. These four boys, who are all around eleven years old, use curse words that some adults would be afraid to use in every day life. Their behavior is very controversial and the show itself has been forced to ban a few of their episodes for safety reasons. One problem with @CAPS7 show was that my dad loved @CAPS7 show as well, and tried to get my mom to like the show. When my mom saw the show, she immediately banned me from watching it because of its explicit content. Now that I am older, I am able to make my own decisions about what I watch, but as a kid, my parents decided what was appropriate for me.     I grew up listening to several different types of music. My brother listened to rap, alternative, and even songs that were in musicals because he was in show choir. My dad introduced me to classic rock, and my mom loved soft rock. Although I didn't necessarily like the music that my mom liked, I learned to love my dad's music and my brother's music. I loved to listen to music from artists like @ORGANIZATION4, @ORGANIZATION1, @LOCATION1, @ORGANIZATION3, @CAPS8, @CAPS9, and so on. My musical tastes branched out into a variety of different genres. One day, I'm walking in the hallway when I hear some music coming from the living room. I go to see what is playing because it sounds unfamiliar. My dad and my brother told me to go into another room and not listen to the music. The song was by a band named @ORGANIZATION2. Even though it might seem unfair, censorship, given by the parents and guardians, is very necessary.     Although some people might find a certain piece of material offensive, it doesn't mean that the entire world should be banned from the material itself. If that person wants to keep away from the material and keep their kids from seeing or listening to that material, they are able to do that. Censorship, given by the parents or guardians, is the best way to view censorship. Nothing should be banned from a library, music store, or any other place that sells these materials. Censorship is important, but the entire banning of a certain piece of material is unjust.",5,5,,5,4.0,4.0,,,,,,,,,,,,,,,,,,
3014,2,"There are many types of materials in the library to entertain you. Some of these materials @MONTH1 be books, magazines, movies, and music. Each person has their own type of information and genres that they like. For example, most teenage girls love to read young romance stories, and about young peoples' lives; @CAPS1 people like informational books. Everyone is different in their own way. The material they choose to read is their own choice.           How would you feel if one of your favorite books or magazine were taken off the shelves of all the libraries? You would probably wonder why such a thing would happen. Well, some people would like to argue about how some of the information that is contained in such materials are offensive or innapropriate. They want these types of things to be taken off the shelves. But is it their decision to say that some things offend people?                       Everyone has their own opinion and can make their own choice on what they want to read or what they do not want to read. In my opinion, these types of materials should stay on the shelves. It is simple, if you do not like a certain genre of magazines or books, do not read them. If you hear someones music, and it sounds completely awful to you, then just walk away or listen to your own music. Theres a new movie out about how the world is going to end, and you disbelieve in the fact that the world will not end that way, do not go and see it.      Some parents do not want their children to know about some of the things that are out there in the world, which is completely understandable. But, everyone has rights to what they want to know and what they do not want to know. If everyone had a right to take away some books that they think are not appropriate, do you think there would be any books left? The thing is, is that in today's society, people want to do what they want and think what they want. Some people do not agree with most things, but that is something they will have to face, because not everyone can be happy",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,
7040,3,"The features of the setting in the essay, “Rough Road Ahead: Do Not Exceed Posted speed limit” affect the cyclist. As the cyclist rides to his destination, he encounters obstacles and views his surroundings. The author gives the starting setting in the second paragraph as “a reservoir campground outside of lodi, California an early. Summer evening.” The reader is informed that the temperatures are not in summers in California. This gives the cyclist his main conflict, the lack of water. With temperatures being high, it is easier to become quickly dehydrated. The author stated, “The sun was beginning to beat down and I was traveling through the high deserts of California in June. Also, to cyclist encounters a ridiculously large” snake in the middle of the rode. The reader is aware that there are many conflicts which one can encounter while cycling. There are finally many features of the setting that let the cyclist know where he currently is, and the place where he wants to be most, the cool pines and rushing rivers of Yosemite.” @CAPS1 the essay, the cyclist is determined to reach Yosemite, and although he faces troubles, he doesn’t give up and is relieved when he finally receives water.",3,3,,3,,,,,,,,,,,,,,,,,,,,
1412,1,"Dear @CAPS1 @CAPS2 Readers, Some of you might think people exercise computers. They don't act outside enough or interact with family or pets. You also @MONTH1 think that they are not getting enough exercise.Well you are right but I am going to explain way your wrong. You can do things like learn, socialize, and actually become healthy. The first thing you could do is learn. While you are on the internet you can go to learning websites. Some of thoes websites can teach you about faraway places like @LOCATION1, @ORGANIZATION1, @LOCATION2 and many more. You can also learn about people and their cultures. Take @CAPS3 @CAPS4 for example, you could learn their culture and the @CAPS5 they celebrate and why. Another thing you could do is take online classes if you are having trouble in school. Another thing you could do so the computer is socialize. You might think or say that when you are on the computer you cant socialize with family and friends. Well you can. There are websites like @CAPS6 and facebook where all you do is talk to family and friends. Now you can webcam people. When you webcam you can see the person whom you are talking to you can hear them and they could hear you through a microphone on the webcam. Lastly you could go into chatrooms like @CAPS7 ( aol instant message ) and talk to people while you are on that sight. The last thing you can do is become more healthy. Is it not surprising? yes, you can go onto websites that teach you day by day how to eat right and exercise. Websites like @PERSON1 esang.com car give you a might eating schedual right for your . After that website you could go out and get the you will need. Another thing that the computer offers is hand-eye coordination. While you are looking at the screen your had is controling the "" mouse"" while the, mouse controls where you go on the worldwide web. Lastly you will eventually want to go outside after visiting websites that show you moments and gardens of this world. So now hopefully you agree with me that computers do acctually benift some things in life. I have showed you what you can learn about, talk to people and socialize and lastly help you with your health. ",5,5,,10,,,,,,,,,,,,,,,,,,,,
14857,6,"The builders of the Empire State Building faced difficult circumstances and many obstacles during the task of designing a brand new Empire State Building to accompany this new means of travel. The builder's mission was to design the top of the Empire State Building to accommodate the mooring of blimps over one thousand feet in the air. The first obstacle was designing a landing area. This was difficult because the architecture needed had never before been created or even attempted in the past. A second obstacle was having to make sure the Empire State Building could withstand the stress created by the blimp. Paragraph @NUM1 says ""The stress of the dirigibles load and the wind pressure would have to be transmitted all the way to the building's foundation."" The difficulty with this obstacle was having to refurbish the steel frame at the Empire State Building which took lots of time, work, and over sixty thousand dollars. ""The greatest obstacles to successful mooring was nature itself."" There were violent wind currents at the top of the building and the blimps were never very stable. There were many pedestrians under a moored dirigible so this was a very dangerous obstacle. Lastly, the pre existing laws of airships flying the low over urban areas posed a new problem. even with successful architecture, laws disallowed the blimps in the first place! Planes were also becoming more popular.",4,4,,4,,,,,,,,,,,,,,,,,,,,
1595,1,"Dear local newspaper, @CAPS1 opinion on the effects computers have on people is they help make every day life easyier. First off, you can chat with people from long distances. Also, it makes home work, and finding information a lot easyier as well. Last but not least when you have nothing else to do, you can play games, and watch videos from online. One of the best things about computers is going online and chatting with @CAPS1 friends. Even if the are across the country, you can still chat with them, for free! Also, if you can't get in touch with them, you can send them a @CAPS2-mail, and as soon as they log on, they will get your message. Best of all, when you forget to write your home work down, you can go online, and ask one of your friend what it was. Besides talking to people, you can do your homework on a computer as well. All you have to do is make a word document, and type with the keys. Let me just say this is a lot better than having to write with a pencil. Not to mention, typing a paper is a lot neater. Also, if you are doing a report on something, all you have to do is look it up on the internet, and you'll get endless information about it, all on your computer! Last but not least, you can play games on your computer. Whenever someone is bored doing nothing they can just turn on a computer, and play their favorite game. Not only is it fun, but it teaches hand-eye coordination as well. Some people say they don't have the money for games, but little do they know, there are millions of free online games, that any age can play. This is great on a boring day when you have nothing else to do. In summary, the effects computers have on people is they help make everyday life easyier. You can chat with people from long distances, and it even makes home work much easyier to complete. Not to mention it has fun games for people to play when there bored, or have nothing to do. I strongly belive that computers have a positive effect on people, because of all the things they offer, and help us on. Thank you.",4,4,,8,,,,,,,,,,,,,,,,,,,,
7251,3,"The features of the setting affect the cyclist in many ways, they ware heat, lack of water, and hills. While on his journey he almost gets dehydrated because he does not have a good supply of water and he said they taste “like battery acid.” And he had to convince up the road for anothe @NUM1 miles so that he could finally replenish himself",1,1,,1,,,,,,,,,,,,,,,,,,,,
4601,2,"Your @CAPS1     @CAPS2 are many things done and said in this world today that people take offense to.  It could be something someone said about one's relgion, or taking away @CAPS1 of others. Do you believe that books, music, movies, magazines, and articles should be taken off the shelves at stores just because people find it offensive?  I don'@CAPS3 believe it should work that way.  @CAPS2 are a variety of different relgions, races, and beliefs in this world, so if we took something off the shelf everytime found it offensive we would have nothing left to sell.     When it comes to younger children they are not going to know what to think and believe. When seeing and hearing things, children start to believe it.  The media that adults find offensive should not be published and out in the open for children to see and listen to. Even though the kids @MONTH1 not take offense to any of the media, you still have to think about the parents and what they believe is right for their children. Many effects on life are put into the media everyday for everyone to see, and some parents @MONTH1 not find it suitable for their children to be hearing about it.  Drugs, alcohol, and curse words have a big effect on children and their lives today. I believe it is our responsibiltyto protect from all harm until they are old enough to fight for themselves, and make their own judgements.     Our religion is a big part of your life because it determines what we believe in, and in we think is right or wrong. Your parents teach you the way they want you to act and teach you the difference between what they think is right and wrong.  I was taught to always be respectful to others and try my hardest in whatever it is I @MONTH1 do.  Some people @MONTH1 have an actor or actress as their role model, so whenever they see that certain person on @CAPS3.V., you tend to think that whatever they do is okay for you to do.  Some parents @MONTH1 take offense to a show on the television because they don'@CAPS3 believe that is right for their kid to be watching.  While others don'@CAPS3 see a problem with it.  So if we cancel that show on @CAPS3.V., you are making one family happy and many others upset. When it comes to the movies, people have their own different ratings for movies, but the state rates them whenever they come out.  Now at movie theaters you must be eighteen to see a @CAPS5 rated movie, or you must have a parent with you because you going by yourself and your parents not knowing get upset those of manys.  With libraries and movie theaters they have what the state thinks is for adults only in their own little section. My parents believe that if @CAPS2 is a law for something it is @CAPS2 for a reason and we are going to obide them.  As with some parents they have their own rules.  Such as some parents think it's okay for their children to drink under age as long as they stay home with them and they know what is going on.        A few years ago my little cousin was watching a movie with me that was rated @CAPS6.  I didn'@CAPS3 think anything of it and just turned they movie on and we watched it.  It had a few words in it that his parents didn'@CAPS3 agree to him watching, and he really liked the movie.  His favorite quote from the movie was something his parents did not want him hearing at his age.  He didn'@CAPS3 know any better and since he thought it was so great, he was walking up to people saying that quote.  His mother was not happy and asked where he had heard it from and he told her the movie, and she didn'@CAPS3 think that he needed to be saying that and he got in trouble.  I told her it was my fault, I let him watch the movie and didn'@CAPS3 think anything of it because my parents let me watch it when I was his age.      It just comes to show that, @CAPS2 are many different things in this world today that not everyone is going to agree on.  So if we took something off the shelf because someone took offense to it, we would have nothing left in this world today.  We learn about the things we do in life because the state has requirements that have to be passed.  What we learn outside of school is up to your parents based on what they believe.  So if @CAPS2 is something out @CAPS2 you don'@CAPS3 believe in stay away from it, and let those who do believe in it enjoy learning about it",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,
4289,2,"As a small child I remember my mom reading me stories to put my to sleep. There was always one book that I remember the most named, 'A light in the @CAPS1' by @PERSON1. As i was walking into my public library the other day i was looking at the books that had been cenored because it encouraged, the following; mistreating parents, offensive language, bad habits, and other things. I was mad that this book had, essentally, been erased from all of children literature just because a few people @CAPS2 that it gives a bad message. Think about it though, when you are a child either having a book read to you, or reading one yourself do you honestly pay attention to such small details?    I do not think that books and music should not be censored, because society does a good job of thinking and figuring out what is acceptable and what is not. I understand the idea of warning labels, but i feel that censorship is too far. In the example I used in the paragraph above, that actually happened to me. So, i do not think that things should be censored just because a small group of people think that it is inappropriate. Even when i read that book today i do not see any of the reasons that were listed in the book. Therefor beleive that it was unjustly censored, meaning that a really good book will never reach the eyes and ears of child that deserve to hear and read it.     Over the years many things have been censored, some had an actual reason, others maybe were looked at and censored because somebody did not like how they read the book. the point is, is that people should have a choice of what they can get from their public or school library. Maybe, they should just give an idea saying that there is potentailly inapprapriate materail in that certain book and should not be read to or by a certain age group. when you look back to your childhood and think of all the books that were read to you that you enjoyed, how many of those books have been cesored for reasons that make no sense? That is the primary reason why I believe there should not be any censorship",4,4,,4,3.0,3.0,,,,,,,,,,,,,,,,,,
6516,3,"The setting affects the cyclist because the cyclist believes that he has a nice, short, flat distance to travel to get to Yosemite but instead it is a long, hilly(rough),  hot journey. He only prepared himself for a quick ride, bringing only enough water for that ride, and wasn’t prepared for the reality of his ride. First of all he is riding in the middle of the day (the hottest part) in the “high deserts of colifornia in June” I know when I go to camp here in @LOCATION1 during the summer I drink I drink six to seven liters, but the author only mentions a ""few bottles of water"" which aren't going to help him in that heat. Secondly, the cyclist believed that the old men had given him a safe path to follow but instead he came across a “ridiculously large snake. It really looked like a diamond back” That is a poisonous snake and the cyclist has barely able to “ease post” it because, of his lack of water. Lastly, the cyclist expected the old men to give him an easy path on a flat terrain when in fact it was “replaced by short, rolling hills” which means you have to put more effort (using more water) to climb the hills. The setting definetely affects the cyclist because it makes it more difficult for him to reach his destination but without a few bumps in the road, how is he to learn a life lesson?",3,3,,3,,,,,,,,,,,,,,,,,,,,
10605,4,The resoned the author concludes the story with this paragraph because I she fail the test and make your learned to apprecite nature a litter bitter.,1,1,,1,,,,,,,,,,,,,,,,,,,,
