essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,comments
18922,7,I have to be patient all the time when I’m teaching my puppy (@PERSON1) right from wrong when are you patient? @PERSON1 is a new part of my family and he is still learning right from wrong. I try to teach him things every day and when I go over it like @NUM1 times I get kind a mad. Mom tells me that @PERSON1 is just learning and to be patient with him it helps train him faster! I have to be patient when teaching @PERSON1 new things and if I’m patient he will learn faster,6,7,,13,,,1.0,1.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,,,,,,,,"ID1,ORG2,STY2"
19546,7,In the @DATE1 time my mom had planned of trip for us to go to @LOCATION1 for two weeks. We were on our way is airport and there was?? trying to work through traffic but we could not. So my mom starting yelling and l told her just calm down we will make it. So finally we got to the airport and there were a lot of people so we had to rush finally we made it to airport and l taught my mom to be patient and you will get were your going. So finally we made it to @LOCATION1.,8,8,,16,,,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,,,,,,,,"ID1,ORG3,STY3"
12900,5,"The mood created by the author in the memoir was very thankful. Narciso was very thank ful for everything about his life. Narciso said ""I will always be grateful for their love and sacrafice."" That stood out to me because he really cared and was thankful for his parents. The mood created by the author in the memoir was very thankful.",1,2,,2,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
21085,8,"While living in @LOCATION5 I met the two people, whom are now my best friends, @PERSON1 @CAPS14 @CAPS1 @PERSON6. I met them both in entirely different ways. @PERSON1 threw school, @CAPS14 @CAPS1 threw paintball.  I met @PERSON1 when she moved from @LOCATION3, @LOCATION1. her dad was in the @ORGANIZATION1, @CAPS14 had been transferred to the base that was close to where I lived. We had two classes @CAPS14 lunch together. At first her @CAPS14 I didn't really talk much. It wasn't until one of my friends, @PERSON3, brought her to sit with us during lunch. Our friend @PERSON4 was overly hyper that day @CAPS14 ended up falling backwards in his chair @CAPS14 scaring some girls who'd been walking by at the time. We laughed so hard our faces went cherry red. After lunch we had class together, so we walked together @CAPS14 talked about lunch. I then asked her to sit with me during @CAPS3. We could not stop talking to save our lives. Luckily it was a free sketch day, for had it not have been we might have been in some trouble. After about a week had gone by @PERSON1 @CAPS14 I found out we had so much in common, it seemed almost unreal. Never had I met a girl who could make me laugh so hard that I actually enjoyed hanging out with every day. She'd make faces @CAPS14 tell me stories about her past that would make me just bust out laughing. We talk almost every other day threw the internet, @CAPS14 even though she's over @NUM1 miles away, she can still make my stomach hurt from all the laughing. As for @CAPS1, he grew up in @LOCATION2, @LOCATION5, then later on moved to @LOCATION4. We met while my dad, brother, @CAPS14 I went paint balling at a place called ""The @CAPS5"". It was a slow day. Not as many people were at the fields as normal, @CAPS6 some how there weren't enough tables. We offered to share ours with two guys whom I found out on were @CAPS7 friends, @CAPS8 @CAPS14 @CAPS9. As it got later in the day @CAPS1 @CAPS14 a few other friends, @PERSON5 @CAPS14 @PERSON2, arrived. The games got a bit more interesting, but still not one person had been able to shoot me out before the referee called time. I was starting to get irritated with the lack of experienced players, when finally I felt two sharp paint @CAPS14 heard a splat. I'd taken shots to the leg, mask, @CAPS14 trigger finger. When the game was over I spotted the guy who'd got me out. That person being @CAPS1. I ran over to him @CAPS14 said ""@CAPS12 @CAPS13"". He laughed @CAPS14 said ""that wasn't luck, I chose get you out"". I asked ""well then why haven't you got me out before? huh? You know that was so totally a @CAPS12 @CAPS13"". He returned with ""I was just going easy on you, I didn't wanna make you feel bad"". By then I had a smile on my face @CAPS14 a giggle in my voice ""sure, that's why"". We continued to joke about the game, @CAPS14 the people who were playing that day. When it was time for me to go he wrote his e-mail on a small torn piece of cardboard, @CAPS14 asked me to keep in touch. As soon as I got home I sent an e-mail saying ""I still think it was a @CAPS12 @CAPS13"". Ever since that day we've been best friends. Still in almost every conversation one of us @CAPS8 mention the @CAPS12 @CAPS13, @CAPS14 it makes us laugh every time. Though I don't get to see my best friends every day, We still make each other laugh long distance. It's just that now I get to spread the laughter to new people, @CAPS14 hopefully I'll get to make more wonderful friends like the two I've already discovered.",17,20,,37,,,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,"ID1,ORG2,STY1"
1661,1,"I remember when computer wernt so popular. Back then I had to write my essays and listen to music on the radio. Now computers are very popular. I believe that computers have positive effect on people @DATE1 because students need them for school, you can use them for other things, and lastly it is easy to acess them. You will know that computers are good for our society! Most students use the computers to type college essays, project etc. Which is good because its much easier. For example im a student that can't draw so printed some pictures of the computer so I can paste them on my post board. So in the other words the computer is useful for students. I know @NUM1 out of @NUM2 colleges expect students to turn in there assignements threw the computers or its a zero. In this society theres no time for zeros because when you are in college your still paying for the class even if your failing or not. So basically its a waste of money. So the computer can save us from failing! People these days use computers for pleasure. Usually messaging people on myspace, facebook, twitter, and other social networks. Which is kind of intersting because you can up with friend that you haven't seen in years. As you can see the internet has its advantaes because you would have nvever thought you will see your friend doing. Another thing about computers that you can fint stuff cheaper than everyday lif say if you want to a trip and you call @ORGANIZATION1 for your ticket. The ticket came up to . But you go on the computer and you on @ORGANIZATION1 website and find your ticket to florida the price will most likely be a couple hundred dollars less. Since we are in a restion we will need those couple hundred dollars for savings. Computers are everywhere You can find one at school, home, a cafe or even on your cell phone. Which is good because you can use them at your own convince. At home if my labtop is free I can go on it and be on it for hours playing games. Also, I remember when my computer broke and I wanted to go on the computer so badly. So I realized that I can go on the computer at the library. I was so happy because it was no cost to me. To sum up computers have a positive effect on people. I seriously don't know what to do if I didn't have one because students need them, you can do other things on it, and lastly its easy to acess one! In this generation everybody is rushing and computers.",5,5,,10,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY3"
4459,2,"Today, we live in a world where there are many different political, religious and personal views; and with time, these views are only going to become more varied and more wide spread. Unfortunately, it is not always easy to cater to every single persons individual takes on the world. When it comes to libraries, it is even harder to have different books for all the different opinions that will not offend people with other opinions.    Let's take @LOCATION1 for example. There are many different races and people with different religions living here. This is a place that has already been through a @CAPS1 @CAPS2 and has fought against racism and slavery. Although these are things that our country has overcome, there are still going to be arguments and disagreements over these problems. When there are different opinions, there are always going to be different books out there about the same topic from multiple points of view. As the readers of these books we need to know what point of view this is coming from and not choose a book that goes against our personal beliefs. This is where the offensiveness comes from. We live with many different people and we need to understand that not everyone is going to have the same views on life that we do.      When I was in eighth grade, I was @CAPS6 @ORGANIZATION1 with some friends. One of them was pulling her eyes back (like someone would do if they were imitating an @CAPS3 person) because they were itchy. A very pregnant @CAPS3 @CAPS5 woman walked in and took offense to my friends eye movements. She yelled @CAPS6 us and said, 'I would have thought your parents raised you better than that.' @CAPS6 first, we did not understand what this woman was talking about until we realized that our friend had been pulling her eyes back. This showed us that different people can take offense to different things because of their heritage.     There is nothing we can do about the expanding cultures in our country. We cannot change the views of certain people in order to match those of our own beliefs nor can we change the fact that all the different people are going to voice their opinions and view them as 'right'. However, we can change the way that we view these people. We need to understand that there is no 'right' when you are dealing with multiple opinions. @CAPS6 this point we need to embrace everyone else for who they are and what they believe because there is nothing we can do to change those beliefs.     So next time you pick up a book @CAPS6 the library, read the summary and check to see that the author agrees with you before you take the book home or there are going to be disagreements in your views. If you get a book and you don't agree with it or if you are offended by it, there is no one to be mad @CAPS6 but yourself for not checking to see the author's stance on the topic before you started reading it",5,4,,5,4.0,4.0,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
1536,1,"Some people don’t like computers because of instant reason, and other people like computers little too much. I like computers but @CAPS1 not obsess with computers give good efforts on people, even me you can learn things off the computer and you start to get good hand eye coordination one of the things I like about the is that you can 'talk"" to other people. Lots of people uses the computer a little too much that they dont exercise, or watch nature as much some normal (other) people should, and they dont spend them with their familys. I rather spend time on the computer for only (#@NUM1) three hours so then I can do other things with my time and you or anybody should do the same.",2,2,,4,,,,,,,,,,,,,,,,,,,,,"ID3,ORG3,STY3"
9002,4,The author include s the last paragraph to show that she still has hope. it is the last sentence because @CAPS1  fong Ho wants to show that when all seems lost and your at the end of the line you can always hope for the better when spring comes so will a new beginning not only saeng’s plant but also for her life in a different country.,1,2,,2,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
6890,3,"The features of the setting affect the cyclist mood and behavior. First the cyclist sees from believing the shortcut will help him arrive to Yosemite faster then he relies it wont. Next, the harsh sun and rafh terrain and lack of water causes the cyclist to give up hope that he will make it to yosemite and causes him to rethink his judgement and taking advice from others.",1,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY3"
6796,3,The features of the setting affect the cyclist because he went through many ups and downs. At one point flowed by blackish watter feeling somewhere in the neighbor of two hundred degrees.. weather wouldn’t cool down.,1,1,,1,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY3"
9528,4,The author concludes the story with that statement because it had gotten colder and all the plants and flowers were going to die.,0,0,,0,,,,,,,,,,,,,,,,,,,,,"ID3,ORG1,STY1"
13063,5,"The mood created by the author in this memoir was more of a homey-heart touching mood. To know that his family helped other immigrants in their time of need, in any culture, was really getting the point across. That where you live is just a house until you make it a home.",1,1,,1,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
7379,3,"The setting of the essay greatly affected the cyclist. These settings discourage him, although he tries to keep hope. Seeing dry desert, hills begin to heighten, nothing man-made is in sight. These subconsciously affect the cyclist and his growth of thirst. To one point the cyclists original objective became invalidated for his thirst pangs and exhaustion.",1,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY2"
13374,5,"In the memoir by Narciso Rodriguez, he speaks of how his family, related or not, provided the happiness and wonderful memories of his childhood that he adored so much. The overall feel to the memoir, or its mood, was expressed as gracious and thankful to his family, but also warm and happy, creating pictures in the reader's mind of a lovely childhood. ""I will always be grateful to my parents for their love and sacrifice"" said Rodriguez, showing his thanks to his parents for allowing him to grow up in @LOCATION1. He knew that many immigrants risked everything to come raise their children in @LOCATION1 and for that he is thankful. He also praises the other families of different cultures in his neighborhood, giving more of a grateful atmosphere to the memoir. ""It was a close-knit community of honest hardworking immigrants who extended a hand to people in need."" The mood of the memoir is happy and warm as Rodriguez describes his cozy home filled with music, sweet smells, and letting people. ""Here, the innocence of childhood, the congregation of family, and friends, and endless celebrations that encompassed both, formed backdrop to life in our warm home."" Rodriguez's mood and feeling is clearly expressed in his descriptions and memories.",3,3,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
21541,8,"                                                         Laughter and @CAPS1 @CAPS2 @CAPS3 @CAPS4 Laughter is the key component in anything in life. @CAPS2 is able to turn any sad moment good and any great moment even greater. Here is an example in which laughter brought my boyfriend and I together. I had been crushing on the same guy, @PERSON1, for two months. I was way too nervous to speak to him. One day my friends and I were walking down the hall where he happened to be. When i saw him I tried to turn around and walk the other way, but my friends pulled me back. They then told me they heard from a ""little bird"" he liked me too, so we continued to walk in his direction. We stopped walking right in front of him and my friends pushed me into him then ran off. I told him sorry as I turned bright red. My best friends had set me up. We stood there for five minutes in an awkward silence. All I did was stare into his beautiful blue eyes. All i could think about was how hot he looked in his black wrestling shirt and his faded blue jeans. He probably thought i was a freak. He had been leaning against the wall standing mostly on his right leg. Then when he went to switch to his left leg he let out the biggest fart i have ever heard. We started laughing. After we had settled down from laughing hysterically, we started talking. We ended up talking for two hours. A couple weeks had gone by and we had been talking more and more each day. Another week had flew by and we went to our first movie. I called @CAPS2 our first date. That night he asked me to be his girlfriend. I of course said yes. Ever since the day he farted I have thanked @CAPS5 for @CAPS2. I wouldn't have him as my boyfriend if @CAPS2 weren't for him braking the ice with his embarrassing moment. Most of all I thank my friends for shoving me into him that day. There could not have been a better way to meet a guy. This is just one example of laughter and how much @CAPS2 @CAPS3 change or affect a situation. Laughter is the medicines of all medicines. @CAPS2 is one of the most important tools a person @CAPS3 have.",20,18,40.0,40,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,"ID1,ORG1,STY1"
3549,2,"Libraries hold many books and movies such as fiction, nonfiction, historical, fantasy, and adventure.  These books have many different styles and portrails and many of these @MONTH1 be takeno offensive but that doesn't mean that they can just be taken off the shelf.     One book that comes to my mind that can be seen as offensive is 'The @CAPS1 of @ORGANIZATION2'.  This book talks about blacks as slaves and how they should be whipped for being let go and it call them @ORGANIZATION1 offensive names yet it is a classic and is in almost every book store or library in the country. Why, because it was written back when slavery was legl and slaves were treated as property not people.    A movie that many people have seen recently is slumdog @CAPS4.  This movie has a boy from a slum being tortured because he knows the answers to the questions on the gameshow '@CAPS2 @CAPS3 to be a @CAPS4?'.  Many indians @CAPS2 are smarter could be offended by this because they are saying if you grow up in a slum you can't be smart.  But, people blow it off because it is a movie so it isn't real.       But if you go to somepeople and ask them about these books are movies some will say they are @ORGANIZATION1 good others might be offended so they might as weel stay on the shelfs.  The book '@CAPS5 @CAPS6' is a book about the civil war could this be scene as offensive showing the thoughts of both sides saying slavery is good and bad at the same time yet it is another classic and will stay on the book shelfs.     So books in libraries shouldn't be censroed because of being offensive to a race, sex, or group; they should stay on the shelf because every books other tahn some childrens books have something offensive.  Thus if we took books off the shelfs for being offensive their would be nothing to read except for 'The @ORGANIZATION1'!",4,4,,4,3.0,3.0,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
18899,7,"Patience! Being patient can get you want and I gonna tell you a story about how I got what I wanted by being patient. It @DATE1; two weeks before my birthday I asked for a male scooter. I was told I was too young for one. Of course I was upset I was furious. I waited a few days, but I didn’t get it. I waited another week I still didn’t get it. When my birthday came, (@DATE2) I finally got my matai scoot! I was so happy! That’s why people should be patient because you might get what you ask for!",8,7,,15,,,2.0,2.0,2.0,2.0,,,1.0,2.0,2.0,2.0,,,,,,,,,"ID2,ORG2,STY2"
13225,5,"In ""Narciso Rodriguez"" from the story ""The @CAPS1 of Our Lives"", Narciso describes a mood of family and friends. He describes how his family always kept their arms opened, etc., to accept anyone who needs their help. He describes how his extended family always nearby. He describes the celebrations and the dinners that took place in his home. Most of all he described his home always had guests and family nearby.",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY3"
15244,6,"Besides The facts That docking dirigibles on a mooring mast on The empire State building would cost over @MONEY1 and add a lot of Stress to the buildings frame, Smith wanted to pursue his dream.Unfortunatly, he couldn't do that. There are @NUM1 big reasons. in paragraph @NUM2 it says most dirigibles are too flammable. That's because they use hydrogen rather than helium. Just like the German dirigible Hindenburg, which was destroyed in fire in New Jersey. paragraph @NUM2 says docking The dirigibles is plain dangerous because The Wind would cause them to @CAPS1 all over, Rather than being docked on The ground and being weighed down. Lastly, It wasn't legal. Paragraph @NUM4 states ""... an existing law against airships flying too low over urban areas. was another practical reason."" The dirigibles would not be high enough in The air to be legal, and it was highly dangerous because pedestrians below.",3,3,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
6975,3,"The way the features of the setting affect the cyclist is by either making the ride easy for him or tough for him. In the essay it said ""No Town"" but without a town theres no water and water @MONTH1 lead to dehydration. It also says something about flat roads turning into ""short, rolling hills."" This means that the way he had to go was tough and making it hard for the cyclist to stay focused. Those are some examples of the setting affecting the cyclist.  ",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID3,ORG3,STY3"
9494,4,"I think the author ends the story with this paragraph for many reasons. One reason is because It leaves you knowing that Saeng will never give up tring. Another reason is that something as simple as a flower can encourage someone to keep going even if they have nothing to go for. Saeng says that flower is something so important, that working harder will encourage her to keep doing the best she can. The author leaves you with this sentence because it is very powerful and brings Saeng courage.  ",2,1,,2,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
15031,6,"There were many obstacles that the builders of the Empire State Building faced in attempting to allow dirigibles to dock there The higher calling for which the mooring mast was built was to put New York on the forefront of modern travel; the builders then, needed to solve some obstacles that were on their way. First was that the building itself needed to get stronger in order to support ""a thousand-foot dirigible moored at the top of the building"" As a result, the frame of the Empire State Building needed to be modified and strengthened to accommodate the problem. According to the excerpt, @MONEY1 worth of changes had to be made to the building's framework. Another problem was that of the stress of the wind pressure The wind pressure would have to be transmitted all the way to the building's foundation. This was also solved, at least they thought, by making a few changes to the skeleton of the building. Lastly, was that the building needed a space to provide for passengers that were to come from the ""blimps"". To solve the problem, they built a shaft to bring passengers down to the @NUM1 floor, where baggage and ticket areas would be located. The builders had to face many problems even before attempting to build a mast for dirigibles to dock at.",3,3,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
21568,8," It all began one morning when I heard my hulking mass of an alarm-clock spouting off again. So I reached over and pushed the button to turn the exceedingly loud contraption off. When I noticed that I have woken up ten minutes late, and so I jumped out of the bed and sprinted to the shower. When I was finished, I got dressed in my @CAPS1-shirt and jeans, which is what I normally wear, then unplugged my cell phone from the charger and placed it in my pocket. Having dealt with the situation at hand, I went down the stairs and into the kitchen to prepare the modest meal of oatmeal. After I was finished eating, I packed up my books and walked back up the stairs to brush my teeth. After doing so, I swiped my coat and hat in one fell swoop. I secured them to my person, grabbed my back-pack , and walked out the door. I stood there on that cold and rainy morning, pondering what the day would hold for me. Suddenly , their was a great noise, I turned to face the approaching threat only to find that the bus had arrived. My mind quickly recovered from @CAPS2 slightly startled state and I stepped onto the bus. The bus ride was no different from the others, kids squawking about what happened at school yesterday, what they are doing @CAPS2 @DATE1, and other seemingly useless conversation. There I sat my eyes fixed gazing out the window of the bus, watching , studying , and mapping the present course of the massive vehicle. We stopped at one of the bus stops, and on the bus came my good friend @PERSON1. As usual she came and sat down next to me and we started talking about the usual cars, music, and the occasional jokes. As I started to develop a creative and captivating joke, she just belted one out right off the top of her head. We both just started busting up laughing, I even felt a tear form in the pit of my eye. We didn'@CAPS1 stop laughing until we got to the school,and my joke was successfully forgotten.  The joke lingered in my head all day long, to @CAPS2 day I still think it is one of the best I've ever heard. Through all of the countless jokes, underhanded comments, and puns I've heard, that one brought about the most laughter of all. But then @PERSON1 moved away to another city, @CAPS2 was a sad day. The very next day I heard the age old saying, ""@CAPS2 one time at band camp....."", story and laughter was restored to my life. I learned something that day that friends my move away but the jokes that were said will still remain.",20,19,40.0,40,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"ID1,ORG1,STY1"
1512,1,"Dear Local @CAPS1, I have been infromed that people don't get to talk to friends/family, enjoy nature and exercise because of computers. Well computers benefit our life. The first thing about/ computers is communication. People can use @CAPS2, @CAPS3, @CAPS4 and etc. The social networking groups are for abilities to talk to friends, long distance or close and family enjoy research. Just because @CAPS11 use those internet websites doesn't mean @CAPS11 can't go outside and enjoy activities. This leads to other objects called peortables. As technology advances so does our skills. Every year more electronics are made and most likely are portable such as @CAPS5, @CAPS6 phones, @CAPS7, and etc. Many of these companies let us take these devices to allow as to do everyday things. With @ORGANIZATION1 creater of the @CAPS8 @CAPS11 can use this internet/music @CAPS9 for everything. for example, I visit my grandparents and I decied to my @CAPS6 phone. I can talk to friends on my @CAPS6 phone by texting and visit my grandparents. More of this opplies to and @CAPS5 @CAPS11 still all go outside and enjoy life. exercise is something @CAPS11 should yet to. If you stay cramed in your house @CAPS12 fun. @CAPS11 need to cheer up and go outside and play sports. @CAPS11 could get included in and join activity. @CAPS11 also can have videos online to show us how to exercise or use yoga. Most of use portables which goes back to my last paragraph. Exercise is big and @CAPS11 all should do it. What I'm trying to say here @CAPS11 can use computers and electronics and exercise with fun one in all. If you understand experts can agree and kids could be healthier and still communicate.",4,4,,8,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY3"
9278,4,The author concludes this paragraph with the story because of the potintal of the hibiscus. So Saeng will go take the test again no matter she already took it and failed. She is like the hibiscuc. The hibiscus seems out of place and is determined to survive when the snow melts. So she will go take the test again and us the hibiscus as her modifation.,2,1,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY3"
3837,2,"I feel that there should not be censorship in libraries. All offensive material, as much as the more conservative patrons @MONTH1 not like it, should stay where they belong, which is in the library for all to read.     I have several reasons I feel support my opinion about not removing material found offensive by some. My biggest reason is the learning capabilities these articles offer. Most works, even the more crude pieces, have some sort of educational value. Without articles based on the less comfortable or more gruesome items of life, people start to only understand in a surrreal sort of way, not understanding how the less fortunate things function or how to avoid them. Those who pursue a true wanting to gain knowledge will look at many different kinds of informational items, no matter the subject. Allowing this to occur is allowing the library to be used as in the way it was meant to be used for, a resource for knowledge.     All offensive items a library @MONTH1 have stored should stay in that very spot, for learning purposes. No one should be denied the ability to learn just because of the sheilding nature of others.",3,3,,3,4.0,4.0,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
